;BMDT\General Flags;;;;;;;;;;;;;;;;
;BMDT\General Flags\1;;;;;;;;;;;;;;;;
;BMDT\General Flags\2;;;;;;;;;;;;;;;;
;BMDT\General Flags\Has Backpack;;;;;;;;;;;;;;;;
;BMDT\General Flags\Medium;;;;;;;;;;;;;;;;
;BMDT\General Flags\5;;;;;;;;;;;;;;;;
;BMDT\General Flags\Power Armor;;;;;;;;;;;;;;;;
;BMDT\General Flags\Non-Playable;;;;;;;;;;;;;;;;
;BMDT\General Flags\Heavy;;;;;;;;;;;;;;;;
;BMDT\Unused;;;;;;;;;;;;;;;;
;Male biped model;;;;;;;;;;;;;;;;
;Male biped model\MODL;;;;;;;;;;;;;;;;
;Male biped model\MODT;;;;;;;;;;;;;;;;
;Male biped model\MODS;;;;;;;;;;;;;;;;
;Male biped model\MODS\Alternate Texture;;;;;;;;;;;;;;;;
;Male biped model\MODS\Alternate Texture\3D Name;;;;;;;;;;;;;;;;
;Male biped model\MODS\Alternate Texture\New Texture;;;;;;;;;;;;;;;;
;Male biped model\MODS\Alternate Texture\3D Index;;;;;;;;;;;;;;;;
;Male biped model\MODD;;;;;;;;;;;;;;;;
;Male biped model\MODD\Head;;;;;;;;;;;;;;;;
;Male biped model\MODD\Torso;;;;;;;;;;;;;;;;
;Male biped model\MODD\Right Hand;;;;;;;;;;;;;;;;
;Male biped model\MODD\Left Hand;;;;;;;;;;;;;;;;
;Female biped model;;;;;;;;;;;;;;;;
;Female biped model\MOD3;;;;;;;;;;;;;;;;
;Female biped model\MO3T;;;;;;;;;;;;;;;;
;Female biped model\MO3S;;;;;;;;;;;;;;;;
;Female biped model\MO3S\Alternate Texture;;;;;;;;;;;;;;;;
;Female biped model\MO3S\Alternate Texture\3D Name;;;;;;;;;;;;;;;;
;Female biped model\MO3S\Alternate Texture\New Texture;;;;;;;;;;;;;;;;
;Female biped model\MO3S\Alternate Texture\3D Index;;;;;;;;;;;;;;;;
;Female biped model\MOSD;;;;;;;;;;;;;;;;
;Female biped model\MOSD\Head;;;;;;;;;;;;;;;;
;Female biped model\MOSD\Torso;;;;;;;;;;;;;;;;
;Female biped model\MOSD\Right Hand;;;;;;;;;;;;;;;;
;Female biped model\MOSD\Left Hand;;;;;;;;;;;;;;;;
;DATA;;;;;;;;;;;;;;;;
;DATA\Value;;;;;;;;;;;;;;;;
;DATA\Max Condition;;;;;;;;;;;;;;;;
;DATA\Weight;;;;;;;;;;;;;;;;
;DNAM;;;;;;;;;;;;;;;;
;DNAM\AR;;;;;;;;;;;;;;;;
;DNAM\Flags;;;;;;;;;;;;;;;;
;DNAM\Flags\Modulates Voice;;;;;;;;;;;;;;;;
;DNAM\DT;;;;;;;;;;;;;;;;
;DNAM\?;;;;;;;;;;;;;;;;
;BNAM;;;;;;;;;;;;;;;;
;Animation Sounds;;;;;;;;;;;;;;;;
;Animation Sounds\SNAM;;;;;;;;;;;;;;;;
;Animation Sounds\SNAM\Sound;;;;;;;;;;;;;;;;
;Animation Sounds\SNAM\Chance;;;;;;;;;;;;;;;;
;Animation Sounds\SNAM\Unused;;;;;;;;;;;;;;;;
;Animation Sounds\SNAM\Type;;;;;;;;;;;;;;;;
;TNAM;;;;;;;;;;;;;;;;
;BMCT;;;;;;;;;;;;;;;;
;BIPL;;;;;;;;;;;;;;;;
;Record Header\Record Flags\ESM;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Form initialized (Runtime only);;;;;;;;;;;;;;;;
;Record Header\Record Flags\Deleted;;;;;;;;;Record Header\Record Flags\Deleted;;;;6;;;TRUE
;Record Header\Record Flags\Border Region / Has Tree LOD / Constant / Hidden From Local Map / Plugin Endian;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Turn Off Fire;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Inaccessible;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Casts shadows / On Local Map / Motion Blur;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Quest item / Persistent reference;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Initially disabled;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Ignored;;;;;;;;;Record Header\Record Flags\Ignored;;;;13;;;TRUE
;Record Header\Record Flags\No Voice Filter;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Cannot Save (Runtime only);;;;;;;;;;;;;;;;
;Record Header\Record Flags\Visible when distant;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Random Anim Start / High Priority LOD;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Dangerous / Off limits (Interior cell) / Radio Station (Talking Activator);;;;;;;;;;;;;;;;
;Record Header\Record Flags\Compressed;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Can't wait / Platform Specific Texture / Dead;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Unknown 21;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Load Started (Runtime Only);;;;;;;;;;;;;;;;
;Record Header\Record Flags\Unknown 23;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Unknown 24;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Destructible (Runtime only);;;;;;;;;;;;;;;;
;Record Header\Record Flags\Obstacle / No AI Acquire;;;;;;;;;;;;;;;;
;Record Header\Record Flags\NavMesh Generation - Filter;;;;;;;;;;;;;;;;
;Record Header\Record Flags\NavMesh Generation - Bounding Box;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Non-Pipboy / Reflected by Auto Water;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Child Can Use / Refracted by Auto Water;;;;;;;;;;;;;;;;
;Record Header\Record Flags\NavMesh Generation - Ground;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Multibound;;;;;;;;;;;;;;;;
;Male world model;;;;;;;;;;;;;;;;
;Male world model\MOD2;;;;;;;;;;;;;;;;
;Male world model\MO2T;;;;;;;;;;;;;;;;
;Male world model\MO2S;;;;;;;;;;;;;;;;
;Male world model\MO2S\Alternate Texture;;;;;;;;;;;;;;;;
;Male world model\MO2S\Alternate Texture\3D Name;;;;;;;;;;;;;;;;
;Male world model\MO2S\Alternate Texture\New Texture;;;;;;;;;;;;;;;;
;Male world model\MO2S\Alternate Texture\3D Index;;;;;;;;;;;;;;;;
;Female world model;;;;;;;;;;;;;;;;
;Female world model\MOD4;;;;;;;;;;;;;;;;
;Female world model\MO4T;;;;;;;;;;;;;;;;
;Female world model\MO4S;;;;;;;;;;;;;;;;
;Female world model\MO4S\Alternate Texture;;;;;;;;;;;;;;;;
;Female world model\MO4S\Alternate Texture\3D Name;;;;;;;;;;;;;;;;
;Female world model\MO4S\Alternate Texture\New Texture;;;;;;;;;;;;;;;;
;Female world model\MO4S\Alternate Texture\3D Index;;;;;;;;;;;;;;;;
;ICO2;;;;;;;;;ICO2;;;;;;;
;ICON;;;;;;;;;ICON;;;;;;;
;MIC2;;;;;;;;;MIC2;;;;;;;
;MICO;;;;;;;;;MICO;;;;;;;
