;;;;;;;;;;;Right Leg 3;RightLeg3;;;;;
;Body Parts\Body Part\BPND\Actor Value;;;;;;;;;Body Parts\Body Part\BPND\Actor Value;Action Points;;;;;;
;;;;;;;;;;;Aggresion;;;;;;
;;;;;;;;;;;Agility;"Agility ""Agility"" [AVIF:F40002C7]";;;;;
;;;;;;;;;;;Assistance;;;;;;
;;;;;;;;;;;Barter;;;;;;
;;;;;;;;;;;Big Guns (obsolete);;;;;;
;;;;;;;;;;;Bloody Mess;;;;;;
;;;;;;;;;;;Brain Condition;;;;;;
;;;;;;;;;;;Carry Weight;;;;;;
;;;;;;;;;;;Chameleon;;;;;;
;;;;;;;;;;;Charisma;;;;;;
;;;;;;;;;;;Confidence;;;;;;
;;;;;;;;;;;Critical Chance;;;;;;
;;;;;;;;;;;Damage Resistance;;;;;;
;;;;;;;;;;;Damage Threshold;;;;;;
;;;;;;;;;;;Dehydration;;;;;;
;;;;;;;;;;;Electric Resistance;;;;;;
;;;;;;;;;;;EMP Resistance;;;;;;
;;;;;;;;;;;Endurance;;;;;;
;;;;;;;;;;;Endurance Condition;;;;;;
;;;;;;;;;;;Energy;;;;;;
;;;;;;;;;;;Energy Resistance;;;;;;
;;;;;;;;;;;Energy Weapons;;;;;;
;;;;;;;;;;;Explosives;;;;;;
;;;;;;;;;;;Fatigue;;;;;;
;;;;;;;;;;;Fire Resistance;;;;;;
;;;;;;;;;;;Frost Resistance;;;;;;
;;;;;;;;;;;Guns;;;;;;
;;;;;;;;;;;Heal Rate;;;;;;
;;;;;;;;;;;Health;;;;;;
;;;;;;;;;;;Hunger;;;;;;
;;;;;;;;;;;Ignore Crippled Limbs;;;;;;
;;;;;;;;;;;Intelligence;;;;;;
;;;;;;;;;;;Inventory Weight;;;;;;
;;;;;;;;;;;Invisibility;;;;;;
;;;;;;;;;;;Karma;;;;;;
;;;;;;;;;;;Left Attack Condition;;;;;;
;;;;;;;;;;;Left Mobility Condition;;;;;;
;;;;;;;;;;;Lockpick;;;;;;
;;;;;;;;;;;Luck;;;;;;
;;;;;;;;;;;Medicine;;;;;;
;;;;;;;;;;;Melee Damage;;;;;;
;;;;;;;;;;;Melee Weapons;;;;;;
;;;;;;;;;;;Mood;;;;;;
;;;;;;;;;;;Night Eye;;;;;;
;;;;;;;;;;;None;;;;;;
;;;;;;;;;;;Paralysis;;;;;;
;;;;;;;;;;;Perception;;;;;;
;;;;;;;;;;;Perception Condition;"PerceptionCondition ""Head"" [AVIF:F400036C]";;;;;
;;;;;;;;;;;Poison Resistance;;;;;;
;;;;;;;;;;;Rad Level;;;;;;
;;;;;;;;;;;Rad Resistance;;;;;;
;;;;;;;;;;;Repair;;;;;;
;;;;;;;;;;;Responsibility;;;;;;
;;;;;;;;;;;Right Attack Condition;;;;;;
;;;;;;;;;;;Right Mobility Condition;;;;;;
;;;;;;;;;;;Science;;;;;;
;;;;;;;;;;;Sleep Deprivation;;;;;;
;;;;;;;;;;;Sneak;;;;;;
;;;;;;;;;;;Speech;;;;;;
;;;;;;;;;;;Speed Multiplier;;;;;;
;;;;;;;;;;;Strength;;;;;;
;;;;;;;;;;;Survival;;;;;;
;;;;;;;;;;;Turbo;;;;;;
;;;;;;;;;;;Unarmed;;;;;;
;;;;;;;;;;;Unarmed Damage;UnarmedDamage [AVIF:F40002DF];;;;;
;;;;;;;;;;;Variable01;;;;;;
;;;;;;;;;;;Variable02;;;;;;
;;;;;;;;;;;Variable03;;;;;;
;;;;;;;;;;;Variable04;;;;;;
;;;;;;;;;;;Variable05;;;;;;
;;;;;;;;;;;Variable06;;;;;;
;;;;;;;;;;;Variable07;;;;;;
;;;;;;;;;;;Variable08;;;;;;
;;;;;;;;;;;Variable09;;;;;;
;;;;;;;;;;;Variable10;;;;;;
;;;;;;;;;;;Water Breathing;;;;;;
;;;;;;;;;;;XP;Experience [AVIF:F40002C9];;;;;
;Body Parts\Body Part\BPND\Tracking Max Angle;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Translate;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Translate\X;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Translate\Y;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Translate\Z;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation\X;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation\Y;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation\Z;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Unused;;;;;;;;;;;;;;;;
;Body Parts\Body Part\BPND\Limb Replacement Scale;;;;;;;;;;;;;;;;
;Body Parts\Body Part\NAM1;;;;;;;;;Body Parts\Body Part\NAM1;;;;4;;;
;Body Parts\Body Part\NAM4;;;;;;;;;Body Parts\Body Part\NAM4;;;;5;;;
;Body Parts\Body Part\NAM5;;;;;;;;;Body Parts\Body Part\NAM5;File;File;;6;;;
;RAGA;;;;;;;;;;;;;;;;
;Unnamed Body Parts;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPTN;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPNI;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPNN;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPNT;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Damage Mult;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\Severable;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\IK Data;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\IK Data - Biped Data;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\Explodable;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\IK Data - Is Head;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\IK Data - Headtracking;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Flags\To Hit Chance - Absolute;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Explosion Chance %;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Debris Count;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Debris;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Explosion;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Debris Scale;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Severable - Debris Count;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Severable - Debris;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Severable - Explosion;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Severable - Debris Scale;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Severable - Impact DataSet;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Impact DataSet;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Explodable - Decal Count;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Severable - Decal Count;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Part Type;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Health Percent;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Actor Value;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\To Hit Chance;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Tracking Max Angle;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Translate;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Translate\X;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Translate\Y;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Translate\Z;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation\X;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation\Y;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Gore Effects Positioning\Rotation\Z;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Unused;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\BPND\Limb Replacement Scale;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\NAM1;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\NAM4;;;;;;;;;;;;;;;;
;Unnamed Body Parts\Body Part\NAM5;;;;;;;;;;File;File;;;;;
