Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
;HDR\BIAD\Data #0;;;;;;;;;HDR\BIAD\Data #0;;;;;;;
;HDR\dIAD\Data #0;;;;;;;;;HDR\dIAD\Data #0;;;;;;;
;HDR\CIAD\Data #0;;;;;;;;;HDR\CIAD\Data #0;;;;;;;
;HDR\eIAD\Data #0;;;;;;;;;HDR\eIAD\Data #0;;;;;;;
;HDR\DIAD\Data #0;;;;;;;;;HDR\DIAD\Data #0;;;;;;;
;HDR\fIAD\Data #0;;;;;;;;;HDR\fIAD\Data #0;;;;;;;
;HDR\EIAD\Data #0;;;;;;;;;HDR\EIAD\Data #0;;;;;;;
;HDR\gIAD\Data #0;;;;;;;;;HDR\gIAD\Data #0;;;;;;;
;HDR\FIAD\Data #0;;;;;;;;;HDR\FIAD\Data #0;;;;;;;
;HDR\hIAD\Data #0;;;;;;;;;HDR\hIAD\Data #0;;;;;;;
;HDR\GIAD\Data #0;;;;;;;;;HDR\GIAD\Data #0;;;;;;;
;HDR\aIAD\Data #0\Time;;;;;;;;;HDR\aIAD\Data #0\Time;;;;;;;
;HDR\@IAD\Data #0\Time;;;;;;;;;HDR\@IAD\Data #0\Time;;;;;;;
;HDR\bIAD\Data #0\Time;;;;;;;;;HDR\bIAD\Data #0\Time;;;;;;;
;HDR\AIAD\Data #0\Time;;;;;;;;;HDR\AIAD\Data #0\Time;;;;;;;
;HDR\cIAD\Data #0\Time;;;;;;;;;HDR\cIAD\Data #0\Time;;;;;;;
;HDR\BIAD\Data #0\Time;;;;;;;;;HDR\BIAD\Data #0\Time;;;;;;;
;HDR\dIAD\Data #0\Time;;;;;;;;;HDR\dIAD\Data #0\Time;;;;;;;
;HDR\CIAD\Data #0\Time;;;;;;;;;HDR\CIAD\Data #0\Time;;;;;;;
;HDR\eIAD\Data #0\Time;;;;;;;;;HDR\eIAD\Data #0\Time;;;;;;;
;HDR\DIAD\Data #0\Time;;;;;;;;;HDR\DIAD\Data #0\Time;;;;;;;
;HDR\fIAD\Data #0\Time;;;;;;;;;HDR\fIAD\Data #0\Time;;;;;;;
;HDR\EIAD\Data #0\Time;;;;;;;;;HDR\EIAD\Data #0\Time;;;;;;;
;HDR\gIAD\Data #0\Time;;;;;;;;;HDR\gIAD\Data #0\Time;;;;;;;
;HDR\FIAD\Data #0\Time;;;;;;;;;HDR\FIAD\Data #0\Time;;;;;;;
;HDR\hIAD\Data #0\Time;;;;;;;;;HDR\hIAD\Data #0\Time;;;;;;;
;HDR\GIAD\Data #0\Time;;;;;;;;;HDR\GIAD\Data #0\Time;;;;;;;
;HDR\aIAD\Data #0\Value;;;;;;;;;HDR\aIAD\Data #0\Value;;;;;;;
;HDR\@IAD\Data #0\Value;;;;;;;;;HDR\@IAD\Data #0\Value;;;;;;;
;HDR\bIAD\Data #0\Value;;;;;;;;;HDR\bIAD\Data #0\Value;;;;;;;
;HDR\AIAD\Data #0\Value;;;;;;;;;HDR\AIAD\Data #0\Value;;;;;;;
;HDR\cIAD\Data #0\Value;;;;;;;;;HDR\cIAD\Data #0\Value;;;;;;;
;HDR\BIAD\Data #0\Value;;;;;;;;;HDR\BIAD\Data #0\Value;;;;;;;
;HDR\dIAD\Data #0\Value;;;;;;;;;HDR\dIAD\Data #0\Value;;;;;;;
;HDR\CIAD\Data #0\Value;;;;;;;;;HDR\CIAD\Data #0\Value;;;;;;;
;HDR\eIAD\Data #0\Value;;;;;;;;;HDR\eIAD\Data #0\Value;;;;;;;
;HDR\DIAD\Data #0\Value;;;;;;;;;HDR\DIAD\Data #0\Value;;;;;;;
;HDR\fIAD\Data #0\Value;;;;;;;;;HDR\fIAD\Data #0\Value;;;;;;;
;HDR\EIAD\Data #0\Value;;;;;;;;;HDR\EIAD\Data #0\Value;;;;;;;
;HDR\gIAD\Data #0\Value;;;;;;;;;HDR\gIAD\Data #0\Value;;;;;;;
;HDR\FIAD\Data #0\Value;;;;;;;;;HDR\FIAD\Data #0\Value;;;;;;;
;HDR\hIAD\Data #0\Value;;;;;;;;;HDR\hIAD\Data #0\Value;;;;;;;
;HDR\GIAD\Data #0\Value;;;;;;;;;HDR\GIAD\Data #0\Value;;;;;;;
;Cinematic\rIAD\Data #0;;;;;;;;;Cinematic\rIAD\Data #0;;;;;;;
;Cinematic\QIAD\Data #0;;;;;;;;;Cinematic\QIAD\Data #0;;;;;;;
;Cinematic\sIAD\Data #0;;;;;;;;;Cinematic\sIAD\Data #0;;;;;;;
;Cinematic\RIAD\Data #0;;;;;;;;;Cinematic\RIAD\Data #0;;;;;;;
;Cinematic\tIAD\Data #0;;;;;;;;;Cinematic\tIAD\Data #0;;;;;;;
;Cinematic\SIAD\Data #0;;;;;;;;;Cinematic\SIAD\Data #0;;;;;;;
;Cinematic\rIAD\Data #0\Value;;;;;;;;;Cinematic\rIAD\Data #0\Value;;;;;;;
;Cinematic\QIAD\Data #0\Value;;;;;;;;;Cinematic\QIAD\Data #0\Value;;;;;;;
;Cinematic\sIAD\Data #0\Value;;;;;;;;;Cinematic\sIAD\Data #0\Value;;;;;;;
;Cinematic\RIAD\Data #0\Value;;;;;;;;;Cinematic\RIAD\Data #0\Value;;;;;;;
;Cinematic\tIAD\Data #0\Value;;;;;;;;;Cinematic\tIAD\Data #0\Value;;;;;;;
;Cinematic\SIAD\Data #0\Value;;;;;;;;;Cinematic\SIAD\Data #0\Value;;;;;;;
;Cinematic\rIAD\Data #0\Time;;;;;;;;;Cinematic\rIAD\Data #0\Time;;;;;;;
;Cinematic\QIAD\Data #0\Time;;;;;;;;;Cinematic\QIAD\Data #0\Time;;;;;;;
;Cinematic\sIAD\Data #0\Time;;;;;;;;;Cinematic\sIAD\Data #0\Time;;;;;;;
;Cinematic\RIAD\Data #0\Time;;;;;;;;;Cinematic\RIAD\Data #0\Time;;;;;;;
;Cinematic\tIAD\Data #0\Time;;;;;;;;;Cinematic\tIAD\Data #0\Time;;;;;;;
;Cinematic\SIAD\Data #0\Time;;;;;;;;;Cinematic\SIAD\Data #0\Time;;;;;;;
;WNAM\Data #0\Time;;;;;;;;;Depth of Field\WNAM\Data #0\Time;;;;;;;
;XNAM\Data #0\Time;;;;;;;;;Depth of Field\XNAM\Data #0\Time;;;;;;;
;YNAM\Data #0\Time;;;;;;;;;Depth of Field\YNAM\Data #0\Time;;;;;;;
;WNAM\Data #0\Value;;;;;;;;;Depth of Field\WNAM\Data #0\Value;;;;;;;
;XNAM\Data #0\Value;;;;;;;;;Depth of Field\XNAM\Data #0\Value;;;;;;;
;YNAM\Data #0\Value;;;;;;;;;Depth of Field\YNAM\Data #0\Value;;;;;;;
Radio Station;RNAM;;;;;;;;;;;;;;;;
