Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
;CSAD\Attack While Under Attack Mult;;;;;;;;;;;;;;;;
;CSAD\Attack Not Under Attack Mult;;;;;;;;;;;;;;;;
;CSAD\Attack During Block Mult;;;;;;;;;;;;;;;;
;CSAD\Power Att. Fatigue Mod Base;;;;;;;;;;;;;;;;
;CSAD\Power Att. Fatigue Mod Mult;;;;;;;;;;;;;;;;
;CSSD;;;;;;;;;;;;;;;;
;CSSD\Cover Search Radius;;;;;;;;;;;;;;;;
;CSSD\Take Cover Chance;;;;;;;;;;;;;;;;
;CSSD\Wait Timer (min);;;;;;;;;;;;;;;;
;CSSD\Wait Timer (max);;;;;;;;;;;;;;;;
;CSSD\Wait to Fire Timer (min);;;;;;;;;;;;;;;;
;CSSD\Wait to Fire Timer (max);;;;;;;;;;;;;;;;
;CSSD\Fire Timer (min);;;;;;;;;;;;;;;;
;CSSD\Fire Timer (max);;;;;;;;;;;;;;;;
;CSSD\Ranged Weapon Range Mult (min);;;;;;;;;;;;;;;;
;CSSD\Unused;;;;;;;;;;;;;;;;
;CSSD\Weapon Restrictions;;;;;;;;;;;;;;;;
;CSSD\Ranged Weapon Range Mult (max);;;;;;;;;;;;;;;;
;CSSD\Max Targeting FOV;;;;;;;;;;;;;;;;
;CSSD\Combat Radius;;;;;;;;;;;;;;;;
;CSSD\Semi-Auto Firing Delay Mult (min);;;;;;;;;;;;;;;;
;CSSD\Semi-Auto Firing Delay Mult (max);;;;;;;;;;;;;;;;
