Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
0;PNAM\Layer #1\Color #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #1 (Day);;;;;;;;;;;;;;;;
0;PNAM\Layer #1\Color #1 (Day)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #1 (Day)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #2 (Sunset);;;;;;;;;;;;;;;;
0;PNAM\Layer #1\Color #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #3 (Night);;;;;;;;;;;;;;;;
0;PNAM\Layer #1\Color #3 (Night)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #3 (Night)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;PNAM\Layer #1\Color #4 (High Noon);;;;;;;;;;;;;;;;
0;PNAM\Layer #1\Color #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;PNAM\Layer #1\Color #5 (Midnight);;;;;;;;;;;;;;;;
0;PNAM\Layer #1\Color #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #1\Color #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #1\Color #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #1\Color #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
2;PNAM\Layer #2;;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #0 (Sunrise);;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #1 (Day);;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #1 (Day)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #1 (Day)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #2 (Sunset);;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #3 (Night);;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #3 (Night)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #3 (Night)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;PNAM\Layer #2\Color #4 (High Noon);;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;PNAM\Layer #2\Color #5 (Midnight);;;;;;;;;;;;;;;;
0;PNAM\Layer #2\Color #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #2\Color #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #2\Color #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #2\Color #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
3;PNAM\Layer #3;;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #0 (Sunrise);;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #1 (Day);;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #1 (Day)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #1 (Day)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #2 (Sunset);;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #3 (Night);;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #3 (Night)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #3 (Night)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;PNAM\Layer #3\Color #4 (High Noon);;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;PNAM\Layer #3\Color #5 (Midnight);;;;;;;;;;;;;;;;
0;PNAM\Layer #3\Color #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;PNAM\Layer #3\Color #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;PNAM\Layer #3\Color #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;PNAM\Layer #3\Color #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
16;NAM0;;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #0 (Sky-Upper)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #0 (Sky-Upper)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #0 (Sky-Upper)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #0 (Sky-Upper)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #0 (Sky-Upper)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #0 (Sky-Upper)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #1 (Fog)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #1 (Fog)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #1 (Fog)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #1 (Fog)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #1 (Fog)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #1 (Fog)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #2 (Unused)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #2 (Unused)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #2 (Unused)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #2 (Unused)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #2 (Unused)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #2 (Unused)\Time #5 (Midnight)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #0 (Sunrise);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #0 (Sunrise)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #0 (Sunrise)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #0 (Sunrise)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient)\Time #0 (Sunrise)\Unused;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #1 (Day);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #1 (Day)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #1 (Day)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #1 (Day)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient)\Time #1 (Day)\Unused;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #2 (Sunset);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #2 (Sunset)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #2 (Sunset)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #2 (Sunset)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient)\Time #2 (Sunset)\Unused;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient)\Time #3 (Night);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #3 (Night)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #3 (Night)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #3 (Night)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient)\Time #3 (Night)\Unused;;;;;;;;;;;;;;;;
4;NAM0\Type #3 (Ambient)\Time #4 (High Noon);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #4 (High Noon)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #4 (High Noon)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #4 (High Noon)\Blue;;;;;;;;;;;;;;;;
3;NAM0\Type #3 (Ambient)\Time #4 (High Noon)\Unused;;;;;;;;;;;;;;;;
5;NAM0\Type #3 (Ambient)\Time #5 (Midnight);;;;;;;;;;;;;;;;
0;NAM0\Type #3 (Ambient)\Time #5 (Midnight)\Red;;;;;;;;;;;;;;;;
1;NAM0\Type #3 (Ambient)\Time #5 (Midnight)\Green;;;;;;;;;;;;;;;;
2;NAM0\Type #3 (Ambient)\Time #5 (Midnight)\Blue;;;;;;;;;;;;;;;;
