Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
;;;;;;;;;;;GetScriptVariable;;;;;;
;;;;;;;;;;;GetUsedItemActivate;;;;;;
;;;;;;;;;;;GetUsedItemLevel;;;;;;
;;;;;;;;;;;GetVampire;GetVampireFeed;;;;;
;;;;;;;;;;;GetWalkSpeed;GetMovementSpeed;;;;;
;;;;;;;;;;;GetWeaponHealthPerc;;;;;;
;;;;;;;;;;;HasFriendDisposition;;;;;;
;;;;;;;;;;;IsActorEvil;;;;;;
;;;;;;;;;;;IsActorTalkingThroughActivator;;;;;;
;;;;;;;;;;;IsAlwaysHardcore;;;;;;
;;;;;;;;;;;IsHardcore;;;;;;
;;;;;;;;;;;IsPlayerTagSkill;;;;;;
;;;;;;;;;;;IsPlayersLastRiddenHorse;;;;;;
;;;;;;;;;;;IsRidingHorse;IsRidingMount;;;;;
;;;;;;;;;;;IsWin32;IsWindowsPC;;;;;
;;;;;;;;;;;MenuMode;;;;;;
;;;;;;;;;;;PlayerInRegion;;;;;;
;;;;;;;;;;;WhichServiceMenu;;;;;;
;Conditions\CTDA\Parameter #1;;;;;;;;;Conditions\Condition\CTDA\Parameter #1;Talking Activator;TalkingActivator;;;;;
;Conditions\CTDA\Parameter #2;;;;;;;;;Conditions\Condition\CTDA\Parameter #2;;;;;;;
;Conditions\CTDA\Run On;;;;;;;;;Conditions\Condition\CTDA\Run On;Subject (0);0;;7;;;
;;;;;;;;;;;Target (1);1;;;;;
;;;;;;;;;;;Reference (2);2;;;;;
;;;;;;;;;;;Combat Target (3);3;;;;;
;;;;;;;;;;;Linked Reference (4);4;;;;;
;;;;;;;;;;;20;0;;;;;
;Conditions\CTDA\Reference;;;;;;;;;Conditions\Condition\CTDA\Reference;;;;8;;;
Conditions\Condition\CTDA\Comparison Value;Conditions\CTDA\Comparison Value;;;;;;;;;Conditions\Condition\CTDA\Comparison Value;;;;;;;
;Conditions\CTDA\Unused;;;;;;;;;;;;;;;;
;Conditions\CTDA\Type;;;;;;;;;Conditions\Condition\CTDA\Type;;;;;;;
;Conditions\CTDA\Parameter #2\VATS Value Param;;;;;;;;;;;;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions;;;;1;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition;;;;;;;
;;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA;;;;0;;;
conversion found in __fnvfunctionsmissing.csv GetWantBlocking Only in fo4;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Function;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Function;ChallengeLocked;;;3;;;
;;;;;;;;;;;GetActorFactionPlayerEnemy;GetFactionReaction;;;;;
;;;;;;;;;;;GetActorValue;GetValue;;;;;
;;;;;;;;;;;GetAnimAction;;;;;;
;;;;;;;;;;;GetArmorRating;;;;;;
;;;;;;;;;;;GetArmorRatingUpperBody;;;;;;
;;;;;;;;;;;GetBarterGold;;;;;;
;;;;;;;;;;;GetBaseActorValue;GetBaseValue;;;;;
;;;;;;;;;;;GetCasinoWinningStage;;;;;;
;;;;;;;;;;;GetChallengeCompleted;;;;;;
;;;;;;;;;;;GetDetectionLevel;;;;;;
;;;;;;;;;;;GetDialogueEmotion;;;;;;
;;;;;;;;;;;GetDialogueEmotionValue;;;;;;
;;;;;;;;;;;GetDisposition;;;;;;
;;;;;;;;;;;GetFatiguePercentage;;;;;;
;;;;;;;;;;;GetForceHitReaction;;;;;;
;;;;;;;;;;;GetHasNote;;;;;;
;;;;;;;;;;;GetMajorCrimeCount;;;;;;
;;;;;;;;;;;GetMinorCrimeCount;;;;;;
;;;;;;;;;;;GetPCInFaction;;;;;;
;;;;;;;;;;;GetPCIsClass;;;;;;
;;;;;;;;;;;GetPCIsRace;;;;;;
;;;;;;;;;;;GetPCIsSex;;;;;;
;;;;;;;;;;;GetPermanentActorValue;GetPermanentValue;;;;;
;;;;;;;;;;;GetPlayerControlsDisabled;;;;;;
;;;;;;;;;;;GetPlayerHasLastRiddenHorse;IsPlayersLastRiddenMount;;;;;
;;;;;;;;;;;GetQuestVariable;GetVMQuestVariable;;;;;
;;;;;;;;;;;GetRadiationLevel;;;;;;
;;;;;;;;;;;GetReputation;;;;;;
;;;;;;;;;;;GetReputationPct;;;;;;
;;;;;;;;;;;GetReputationThreshold;;;;;;
;;;;;;;;;;;GetSandman;;;;;;
;;;;;;;;;;;GetScriptVariable;;;;;;
;;;;;;;;;;;GetUsedItemActivate;;;;;;
;;;;;;;;;;;GetUsedItemLevel;;;;;;
;;;;;;;;;;;GetVampire;GetVampireFeed;;;;;
;;;;;;;;;;;GetWalkSpeed;GetMovementSpeed;;;;;
;;;;;;;;;;;GetWeaponHealthPerc;;;;;;
;;;;;;;;;;;HasFriendDisposition;;;;;;
;;;;;;;;;;;IsActorEvil;;;;;;
;;;;;;;;;;;IsActorTalkingThroughActivator;;;;;;
;;;;;;;;;;;IsAlwaysHardcore;;;;;;
;;;;;;;;;;;IsHardcore;;;;;;
;;;;;;;;;;;IsPlayerTagSkill;;;;;;
;;;;;;;;;;;IsPlayersLastRiddenHorse;;;;;;
;;;;;;;;;;;IsRidingHorse;IsRidingMount;;;;;
;;;;;;;;;;;IsWin32;IsWindowsPC;;;;;
;;;;;;;;;;;MenuMode;;;;;;
;;;;;;;;;;;PlayerInRegion;;;;;;
;;;;;;;;;;;WhichServiceMenu;;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Parameter #1;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Parameter #1;Talking Activator;TalkingActivator;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Parameter #2;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Parameter #2;;;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Run On;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Run On;Subject (0);0;;7;;;
;;;;;;;;;;;Target (1);1;;;;;
;;;;;;;;;;;Reference (2);2;;;;;
;;;;;;;;;;;Combat Target (3);3;;;;;
;;;;;;;;;;;Linked Reference (4);4;;;;;
;;;;;;;;;;;20;0;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Reference;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Reference;;;;8;;;
Conditions\Condition\CTDA\Comparison Value;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Comparison Value;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Comparison Value;;;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Unused;;;;;;;;;;;;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Type;;;;;;;;;Stages\Stage\Log Entries\Log Entry\Conditions\Condition\CTDA\Type;;;;;;;
;Stages\Stage\Log Entries\Log Entry\Conditions\CTDA\Parameter #2\VATS Value Param;;;;;;;;;;;;;;;;
;Objectives\Objective\Targets\Target\Conditions;;;;;;;;;Objectives\Objective\Targets\Target\Conditions;;;;1;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition;;;;;;;
;;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA;;;;0;;;
conversion found in __fnvfunctionsmissing.csv GetWantBlocking Only in fo4;Objectives\Objective\Targets\Target\Conditions\CTDA\Function;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Function;ChallengeLocked;;;3;;;
;;;;;;;;;;;GetActorFactionPlayerEnemy;GetFactionReaction;;;;;
;;;;;;;;;;;GetActorValue;GetValue;;;;;
;;;;;;;;;;;GetAnimAction;;;;;;
;;;;;;;;;;;GetArmorRating;;;;;;
;;;;;;;;;;;GetArmorRatingUpperBody;;;;;;
;;;;;;;;;;;GetBarterGold;;;;;;
;;;;;;;;;;;GetBaseActorValue;GetBaseValue;;;;;
;;;;;;;;;;;GetCasinoWinningStage;;;;;;
;;;;;;;;;;;GetChallengeCompleted;;;;;;
;;;;;;;;;;;GetDetectionLevel;;;;;;
;;;;;;;;;;;GetDialogueEmotion;;;;;;
;;;;;;;;;;;GetDialogueEmotionValue;;;;;;
;;;;;;;;;;;GetDisposition;;;;;;
;;;;;;;;;;;GetFatiguePercentage;;;;;;
;;;;;;;;;;;GetForceHitReaction;;;;;;
;;;;;;;;;;;GetHasNote;;;;;;
;;;;;;;;;;;GetMajorCrimeCount;;;;;;
;;;;;;;;;;;GetMinorCrimeCount;;;;;;
;;;;;;;;;;;GetPCInFaction;;;;;;
;;;;;;;;;;;GetPCIsClass;;;;;;
;;;;;;;;;;;GetPCIsRace;;;;;;
;;;;;;;;;;;GetPCIsSex;;;;;;
;;;;;;;;;;;GetPermanentActorValue;GetPermanentValue;;;;;
;;;;;;;;;;;GetPlayerControlsDisabled;;;;;;
;;;;;;;;;;;GetPlayerHasLastRiddenHorse;IsPlayersLastRiddenMount;;;;;
;;;;;;;;;;;GetQuestVariable;GetVMQuestVariable;;;;;
;;;;;;;;;;;GetRadiationLevel;;;;;;
;;;;;;;;;;;GetReputation;;;;;;
;;;;;;;;;;;GetReputationPct;;;;;;
;;;;;;;;;;;GetReputationThreshold;;;;;;
;;;;;;;;;;;GetSandman;;;;;;
;;;;;;;;;;;GetScriptVariable;;;;;;
;;;;;;;;;;;GetUsedItemActivate;;;;;;
;;;;;;;;;;;GetUsedItemLevel;;;;;;
;;;;;;;;;;;GetVampire;GetVampireFeed;;;;;
;;;;;;;;;;;GetWalkSpeed;GetMovementSpeed;;;;;
;;;;;;;;;;;GetWeaponHealthPerc;;;;;;
;;;;;;;;;;;HasFriendDisposition;;;;;;
;;;;;;;;;;;IsActorEvil;;;;;;
;;;;;;;;;;;IsActorTalkingThroughActivator;;;;;;
;;;;;;;;;;;IsAlwaysHardcore;;;;;;
;;;;;;;;;;;IsHardcore;;;;;;
;;;;;;;;;;;IsPlayerTagSkill;;;;;;
;;;;;;;;;;;IsPlayersLastRiddenHorse;;;;;;
;;;;;;;;;;;IsRidingHorse;IsRidingMount;;;;;
;;;;;;;;;;;IsWin32;IsWindowsPC;;;;;
;;;;;;;;;;;MenuMode;;;;;;
;;;;;;;;;;;PlayerInRegion;;;;;;
;;;;;;;;;;;WhichServiceMenu;;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Parameter #1;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Parameter #1;Talking Activator;TalkingActivator;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Parameter #2;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Parameter #2;;;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Run On;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Run On;Subject (0);0;;7;;;
;;;;;;;;;;;Target (1);1;;;;;
;;;;;;;;;;;Reference (2);2;;;;;
;;;;;;;;;;;Combat Target (3);3;;;;;
;;;;;;;;;;;Linked Reference (4);4;;;;;
;;;;;;;;;;;20;0;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Reference;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Reference;;;;8;;;
Conditions\Condition\CTDA\Comparison Value;Objectives\Objective\Targets\Target\Conditions\CTDA\Comparison Value;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Comparison Value;;;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Unused;;;;;;;;;;;;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Type;;;;;;;;;Objectives\Objective\Targets\Target\Conditions\Condition\CTDA\Type;;;;;;;
;Objectives\Objective\Targets\Target\Conditions\CTDA\Parameter #2\VATS Value Param;;;;;;;;;;;;;;;;
