;Record Header\Record Flags\NavMesh Generation - Filter;;;;;;;;;;;;;;;;
;Record Header\Record Flags\NavMesh Generation - Bounding Box;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Non-Pipboy / Reflected by Auto Water;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Child Can Use / Refracted by Auto Water;;;;;;;;;;;;;;;;
;Record Header\Record Flags\NavMesh Generation - Ground;;;;;;;;;;;;;;;;
;Record Header\Record Flags\Multibound;;;;;;;;;;;;;;;;
;HNAM\Material Type;;;;;;;;;;BABY RATTLE;;;;;;
;;;;;;;;;;;BARREL;MaterialMetalBarrel [MATT:F402295B];;;;;
;;;;;;;;;;;BOTTLE;;;;;;
;;;;;;;;;;;BRIKEN CONCRETE;MaterialStoneBroken [MATT:F4012F35];;;;;
;;;;;;;;;;;CHAIN;MaterialMetalChain [MATT:F4028E99];;;;;
;;;;;;;;;;;CLOTH;Material_Cloth [MATT:F4022957];;;;;
;;;;;;;;;;;DIRT;Material_Dirt [MATT:F4012F38];;;;;
;;;;;;;;;;;ELEVATOR;;;;;;
;;;;;;;;;;;GLASS;Material_Glass [MATT:F4012F39];;;;;
;;;;;;;;;;;GRASS;MaterialGrass [MATT:F4012F46];;;;;
;;;;;;;;;;;HEAVY METAL;MaterialMetalHollow [MATT:F402295C];;;;;
;;;;;;;;;;;HEAVY STONE;MaterialStoneHeavy [MATT:F4012F36];;;;;
;;;;;;;;;;;HEAVY WOOD;MaterialWoodHeavy [MATT:F4012F42];;;;;
;;;;;;;;;;;HOLLOW METAL;MaterialMetalHollow [MATT:F402295C];;;;;
;;;;;;;;;;;LUNCHBOX;MaterialMetalLunchbox [MATT:F41F4AC6];;;;;
;;;;;;;;;;;METAL;Material_Metal [MATT:F40223D1];;;;;
;;;;;;;;;;;ORGANIC;Material_Organic [MATT:F4012F3D];;;;;
;;;;;;;;;;;PISTOL;MaterialWeaponPistol [MATT:F4022961];;;;;
;;;;;;;;;;;RIFLE;MaterialWeaponRifle [MATT:F4022962];;;;;
;;;;;;;;;;;RUBER BALL;MaterialRubberBall [MATT:F423E77C];;;;;
;;;;;;;;;;;SAND;MaterialDirtlSand [MATT:F4012F3E];;;;;
;;;;;;;;;;;SHEET METAL;MaterialMetalLight [MATT:F40624B4];;;;;
;;;;;;;;;;;SHOPPING CART;MaterialMetalShoppingCart [MATT:F41E4AAC];;;;;
;;;;;;;;;;;SKIN;MaterialOrganicSkin [MATT:F4012F3F];;;;;
;;;;;;;;;;;SNOW;;;;;;
;;;;;;;;;;;SODA CAN;MaterialMetalCanTin [MATT:F40A7C38];;;;;
;;;;;;;;;;;STONE;Material_Stone [MATT:F4012F34];;;;;
;;;;;;;;;;;VEHILCE BODY;;;;;;
;;;;;;;;;;;VEHILCE PART HOLLOW;;;;;;
;;;;;;;;;;;VEHILCE PART SOLID;;;;;;
;;;;;;;;;;;WATER;Material_Water [MATT:F4012F40];;;;;
;;;;;;;;;;;WOOD;Material_Wood [MATT:F4043DCC];;;;;
