Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
;;;;;;;;;;;Urban Ruins;Ruins - Urban;;;;;
Gone;Reflected/Refracted By;;;;;;;;;;;;;;;;
Gone;Reflected/Refracted By\XPWR;;;;;;;;;;;;;;;;
Gone;Reflected/Refracted By\XPWR\Reference;;;;;;;;;;;;;;;;
Gone;Reflected/Refracted By\XPWR\Type;;;;;;;;;;;;;;;;
Gone;Reflected/Refracted By\XPWR\Type\Reflection;;;;;;;;;;;;;;;;
Gone;Reflected/Refracted By\XPWR\Type\Refraction;;;;;;;;;;;;;;;;
Unsure;XATO;;;;;;;;;XATP;;;;;;;
Different;XRDO;;;;;;;;;;;;;;;;
Different;XRDO\Range Radius;;;;;;;;;;;;;;;;
Different;XRDO\Broadcast Range Type;;;;;;;;;;;;;;;;
Different;XRDO\Static Percentage;;;;;;;;;;;;;;;;
Different;XRDO\Position Reference;;;;;;;;;;;;;;;;
;Map Marker\WMI1;;;;;;;;;;;;;;;;
;XLKR;TRUE;;;;;;;;Linked References;;;;;;;
;;;;;;;;;;Linked References\XLKR;;;;;;;
This or ref;;;;;;;;;;Linked References\XLKR\Keyword/Ref;;;;;;;
Gone;XRAD;;;;;;;;;;;;;;;;
Maybe occlusion plane data but different;XORD;;;;;;;;;;;;;;;;
;XORD\Plane #0 (Right);;;;;;;;;;;;;;;;
;XORD\Plane #1 (Left);;;;;;;;;;;;;;;;
;XORD\Plane #2 (Bottom);;;;;;;;;;;;;;;;
;XORD\Plane #3 (Top);;;;;;;;;;;;;;;;
Gone;XTRG;;;;;;;;;;;;;;;;
;XPOD\Room #0;;;;;;;;;XPOD\References #0\Origin;;;;;;;
;XPOD\Room #1;;;;;;;;;XPOD\References #0\Destination;;;;;;;
;Ammo;;;;;;;;;;;;;;;;
Type;Ammo\XAMT;;;;;;;;;;;;;;;;
Count;Ammo\XAMC;;;;;;;;;XAMC;;;;;;;
;NAME;;;;;;;;;NAME;AMBAtomicWranglerClubLP [SOUN:0016CBF2];;;;;;
;;;;;;;;;;;AMBAtomicWranglerGlass [SOUN:00176E50];;;;;;
;;;;;;;;;;;AMBAtomicWranglerLaughA2OS [SOUN:00176E53];;;;;;
;;;;;;;;;;;AMBAtomicWranglerLaughAOS [SOUN:0016CBF1];;;;;;
;;;;;;;;;;;AMBAtomicWranglerLaughB2OS [SOUN:00176E51];;;;;;
;;;;;;;;;;;AMBAtomicWranglerLaughBOS [SOUN:0016CBED];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSMM [SOUN:0016CBF8];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSMMB [SOUN:0016CBF5];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSWM [SOUN:0016CBF7];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSWMB [SOUN:0016CBF4];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSWW [SOUN:0016CBF6];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSWWB [SOUN:0016CBF3];;;;;;
;;;;;;;;;;;AMBAtomicWranglerSlots [SOUN:0016CBE7];;;;;;
;;;;;;;;;;;AMBAtomicWranglerWallaLP [SOUN:0016CBF0];;;;;;
;;;;;;;;;;;AMBAtomicWranglerWine [SOUN:00176E4F];;;;;;
;;;;;;;;;;;AMBDesertWindKCanyon [SOUN:00173664];;;;;;
;;;;;;;;;;;AMBDstrydCtyDebris [SOUN:0016AEB2];;;;;;
;;;;;;;;;;;AMBElectricArcSmallA [SOUN:0007BEF9];;;;;;
;;;;;;;;;;;AMBGSIntBathroomLP [SOUN:001046FC];;;;;;
;;;;;;;;;;;AMBGSIntFridgeLP [SOUN:001046FB];;;;;;
;;;;;;;;;;;AMBGomorrahCasinoALP [SOUN:0016B3BD];;;;;;
;;;;;;;;;;;AMBGomorrahCasinoCLP [SOUN:0016B8B4];;;;;;
;;;;;;;;;;;AMBGomorrahClub1 [SOUN:0016B8A7];;;;;;
;;;;;;;;;;;AMBGomorrahClub2 [SOUN:0016B8A8];;;;;;
;;;;;;;;;;;AMBGomorrahClub3 [SOUN:0016B8A9];;;;;;
;;;;;;;;;;;AMBGomorrahClub4 [SOUN:0016B8AA];;;;;;
;;;;;;;;;;;AMBGomorrahLaughsA [SOUN:0016B8B1];;;;;;
;;;;;;;;;;;AMBGomorrahLaughsB [SOUN:0016B8BA];;;;;;
;;;;;;;;;;;AMBGomorrahLaughsC [SOUN:0016B8B7];;;;;;
;;;;;;;;;;;AMBGomorrahPoolLP [SOUN:00171268];;;;;;
;;;;;;;;;;;AMBGomorrahSMM [SOUN:0016C382];;;;;;
;;;;;;;;;;;AMBGomorrahSMMB [SOUN:00171259];;;;;;
;;;;;;;;;;;AMBGomorrahSWM [SOUN:0016C383];;;;;;
;;;;;;;;;;;AMBGomorrahSWMB [SOUN:0017125A];;;;;;
;;;;;;;;;;;AMBGomorrahSWMOS [SOUN:0016CBFA];;;;;;
;;;;;;;;;;;AMBGomorrahSWW [SOUN:0016C384];;;;;;
;;;;;;;;;;;AMBGomorrahSWWB [SOUN:0017125B];;;;;;
;;;;;;;;;;;AMBGomorrahSleezeA [SOUN:0016B3B4];;;;;;
;;;;;;;;;;;AMBGomorrahSleezeB [SOUN:0016B8AF];;;;;;
;;;;;;;;;;;AMBGomorrahSleezeC [SOUN:0016B8B6];;;;;;
;;;;;;;;;;;AMBGomorrahSlots [SOUN:0016CC07];;;;;;
;;;;;;;;;;;AMBHiddenValleySandstormLoop [SOUN:000E4431];;;;;;
;;;;;;;;;;;AMBHooverDamWaterLP [SOUN:00175ED7];;;;;;
;;;;;;;;;;;AMBKingsClubLP [SOUN:001742E1];;;;;;
;;;;;;;;;;;AMBLightFluorescentLP01 [SOUN:00014E0A];;;;;;
;;;;;;;;;;;AMBLimestoneLPM [SOUN:0016B51C];;;;;;
;;;;;;;;;;;AMBLucky38BeepALP [SOUN:0016B3C3];;;;;;
;;;;;;;;;;;AMBLucky38BeepBLP [SOUN:0016B3C4];;;;;;
;;;;;;;;;;;AMBLucky38Chains [SOUN:0016B3B5];;;;;;
;;;;;;;;;;;AMBLucky38ExhaustRattleLP [SOUN:0016B3C7];;;;;;
;;;;;;;;;;;AMBLucky38ItsMrHouseLP [SOUN:0016B3C8];;;;;;
;;;;;;;;;;;AMBLucky38MedicalLP [SOUN:0016B3C9];;;;;;
;;;;;;;;;;;AMBLucky38SteamBLP [SOUN:0016B8F5];;;;;;
;;;;;;;;;;;AMBLucky38SteamLP [SOUN:0016B3CB];;;;;;
;;;;;;;;;;;AMBLucky38WindGust [SOUN:0016C2DA];;;;;;
;;;;;;;;;;;AMBMcCarranSlots [SOUN:00175ED5];;;;;;
;;;;;;;;;;;AMBNorthVegasHouseToopsDrip [SOUN:00171B74];;;;;;
;;;;;;;;;;;AMBPipesWaterALP [SOUN:0002583B];;;;;;
;;;;;;;;;;;AMBPipesWaterDLP [SOUN:0002583E];;;;;;
;;;;;;;;;;;AMBRCaveLightsBig [SOUN:001758C9];;;;;;
;;;;;;;;;;;AMBRInsectsWastelandFlies01 [SOUN:00050BF7];;;;;;
;;;;;;;;;;;AMBRoomtoneGenericRumbleB2D1500 [SOUN:00088233];;;;;;
;;;;;;;;;;;AMBStripMonorailHamRadio [SOUN:001715BC];;;;;;
;;;;;;;;;;;AMBStripMonorailSlots [SOUN:001715B9];;;;;;
;;;;;;;;;;;AMBTelevisionStaticLP [SOUN:0002F598];;;;;;
;;;;;;;;;;;AMBTheStripDayGateAlarm [SOUN:00171541];;;;;;
;;;;;;;;;;;AMBTheStripDayGateRadio [SOUN:0017153F];;;;;;
;;;;;;;;;;;AMBTheStripDayGateTone [SOUN:00171540];;;;;;
;;;;;;;;;;;AMBTheStripMonorail [SOUN:00171544];;;;;;
;;;;;;;;;;;AMBTheStripMonorailStationInt [SOUN:001715B7];;;;;;
;;;;;;;;;;;AMBTheThornAnt [SOUN:00172A2B];;;;;;
;;;;;;;;;;;AMBTheThornNightStalker [SOUN:001758CD];;;;;;
;;;;;;;;;;;AMBTheThornWallaLP [SOUN:001742EC];;;;;;
;;;;;;;;;;;AMBTopsCasinoALP [SOUN:0016B3CD];;;;;;
;;;;;;;;;;;AMBTopsCasinoALaughOS [SOUN:0016B3B8];;;;;;
;;;;;;;;;;;AMBTopsCasinoAWallaOS [SOUN:0016B3B9];;;;;;
;;;;;;;;;;;AMBTopsCasinoBLP [SOUN:0016C2DC];;;;;;
;;;;;;;;;;;AMBTopsCasinoBLaughOS [SOUN:0016C2DB];;;;;;
;;;;;;;;;;;AMBTopsCasinoBWallaOS [SOUN:0016C2DD];;;;;;
;;;;;;;;;;;AMBTopsResaurantLaughOS [SOUN:0016C2DF];;;;;;
;;;;;;;;;;;AMBTopsRestaurantLP [SOUN:0016B3CF];;;;;;
;;;;;;;;;;;AMBTopsSlots [SOUN:0016CC06];;;;;;
;;;;;;;;;;;AMBULButterfly [SOUN:0016B3BB];;;;;;
;;;;;;;;;;;AMBULButterflyB [SOUN:001742ED];;;;;;
;;;;;;;;;;;AMBULButterflyC [SOUN:001742EE];;;;;;
;;;;;;;;;;;AMBULCasinoBLP [SOUN:001742EF];;;;;;
;;;;;;;;;;;AMBULCasinoCLP [SOUN:001742F0];;;;;;
;;;;;;;;;;;AMBULCasinoDLP [SOUN:001742F1];;;;;;
;;;;;;;;;;;AMBULCasinoELP [SOUN:001742F2];;;;;;
;;;;;;;;;;;AMBULCasinoFLP [SOUN:001742F3];;;;;;
;;;;;;;;;;;AMBULCasinoGLP [SOUN:001742F4];;;;;;
;;;;;;;;;;;AMBULCasinoLP [SOUN:0016B3D2];;;;;;
;;;;;;;;;;;AMBULChampagne [SOUN:001742F6];;;;;;
;;;;;;;;;;;AMBULChampagneC [SOUN:001742F7];;;;;;
;;;;;;;;;;;AMBULChampagneD [SOUN:001742F8];;;;;;
;;;;;;;;;;;AMBULChandellier [SOUN:001742F9];;;;;;
;;;;;;;;;;;AMBULChandellierB [SOUN:001742FA];;;;;;
;;;;;;;;;;;AMBULChandellierC [SOUN:001742FB];;;;;;
;;;;;;;;;;;AMBULCough [SOUN:001742FC];;;;;;
;;;;;;;;;;;AMBULCoughB [SOUN:001742FD];;;;;;
;;;;;;;;;;;AMBULCoughC [SOUN:001742FE];;;;;;
;;;;;;;;;;;AMBULCoughD [SOUN:001742FF];;;;;;
;;;;;;;;;;;AMBULElevator [SOUN:00174300];;;;;;
;;;;;;;;;;;AMBULElevatorC [SOUN:00174301];;;;;;
;;;;;;;;;;;AMBULElevatorD [SOUN:00174302];;;;;;
;;;;;;;;;;;AMBULGlass [SOUN:00174303];;;;;;
;;;;;;;;;;;AMBULGlassC [SOUN:00174304];;;;;;
;;;;;;;;;;;AMBULGlassD [SOUN:00174305];;;;;;
;;;;;;;;;;;AMBULLaugh [SOUN:00174306];;;;;;
;;;;;;;;;;;AMBULLaughC [SOUN:00174307];;;;;;
;;;;;;;;;;;AMBULLaughD [SOUN:00174308];;;;;;
;;;;;;;;;;;AMBULWallaQuietLP [SOUN:0017430A];;;;;;
;;;;;;;;;;;AMBULWine [SOUN:0017430B];;;;;;
;;;;;;;;;;;AMBULWineC [SOUN:0017430C];;;;;;
;;;;;;;;;;;AMBULWineD [SOUN:0017430D];;;;;;
;;;;;;;;;;;AMBVault21CasinoLP [SOUN:0017430F];;;;;;
;;;;;;;;;;;AMBVault21CasinoLaughOS [SOUN:0017430E];;;;;;
;;;;;;;;;;;AMBVault22PlantMvmt [SOUN:00176AD8];;;;;;
;;;;;;;;;;;AMBVikkiAndVanceSlots [SOUN:0016CBFC];;;;;;
;;;;;;;;;;;AMBVikkiAndVanceWallaLP [SOUN:0016CBFF];;;;;;
;;;;;;;;;;;AMBWaterSpoutLP [SOUN:000C9408];;;;;;
;;;;;;;;;;;EMTAntMound [SOUN:00172A2A];;;;;;
;;;;;;;;;;;EMTBusStop [SOUN:0014C050];;;;;;
;;;;;;;;;;;EMTCaveWind [SOUN:00171C7D];;;;;;
;;;;;;;;;;;EMTCeilingCrumble [SOUN:0017AE29];;;;;;
;;;;;;;;;;;EMTCentaur [SOUN:00172A33];;;;;;
;;;;;;;;;;;EMTCliffDeathClaw [SOUN:00171C7E];;;;;;
;;;;;;;;;;;EMTCliffDeathClawLarge [SOUN:00171C7F];;;;;;
;;;;;;;;;;;EMTCliffDebris [SOUN:00171C80];;;;;;
;;;;;;;;;;;EMTCliffDebrisB [SOUN:00174319];;;;;;
;;;;;;;;;;;EMTCliffDebrisC [SOUN:0017431A];;;;;;
;;;;;;;;;;;EMTCliffDebrisLarge [SOUN:00171C81];;;;;;
;;;;;;;;;;;EMTCliffDebrisLargeOS [SOUN:00172A34];;;;;;
;;;;;;;;;;;EMTCliffHowls [SOUN:00171C82];;;;;;
;;;;;;;;;;;EMTCommunicationScramble [SOUN:00173673];;;;;;
;;;;;;;;;;;EMTComputerPart01 [SOUN:00154023];;;;;;
;;;;;;;;;;;EMTComputerPart06 [SOUN:00154028];;;;;;
;;;;;;;;;;;EMTComputerRack01 [SOUN:0015402B];;;;;;
;;;;;;;;;;;EMTConsole01 [SOUN:00154029];;;;;;
;;;;;;;;;;;EMTConsole03 [SOUN:00174C62];;;;;;
;;;;;;;;;;;EMTCrimsonCaravanDoor [SOUN:00171C83];;;;;;
;;;;;;;;;;;EMTDoorWind [SOUN:00152626];;;;;;
;;;;;;;;;;;EMTDstrydCtyGun [SOUN:0017AE25];;;;;;
;;;;;;;;;;;EMTElectricalTower02Lp [SOUN:001694DA];;;;;;
;;;;;;;;;;;EMTFlies [SOUN:0015D8FF];;;;;;
;;;;;;;;;;;EMTFluorescentIntermittentCmpMcrn [SOUN:00171B63];;;;;;
;;;;;;;;;;;EMTFreesideSignMetalCreek [SOUN:00171C84];;;;;;
;;;;;;;;;;;EMTGameCardsAtomicWrangler [SOUN:0016CBEE];;;;;;
;;;;;;;;;;;EMTGameCardsGomorrahMain [SOUN:0016CC08];;;;;;
;;;;;;;;;;;EMTGameCardsTopsA [SOUN:0016CC05];;;;;;
;;;;;;;;;;;EMTGameCardsTopsB [SOUN:0016CC02];;;;;;
;;;;;;;;;;;EMTGameCardsUltraluxe [SOUN:0016CBEA];;;;;;
;;;;;;;;;;;EMTGameCardsVault21A [SOUN:0017431D];;;;;;
;;;;;;;;;;;EMTGameCardsVault21B [SOUN:0017431E];;;;;;
;;;;;;;;;;;EMTGameCardsVikkiAndVance [SOUN:0016CBFE];;;;;;
;;;;;;;;;;;EMTGameCrapsTableTopsA [SOUN:0016CC03];;;;;;
;;;;;;;;;;;EMTGameCrapsTableTopsB [SOUN:0016CC01];;;;;;
;;;;;;;;;;;EMTGameRouletteAtomicWrangler [SOUN:0016CBEF];;;;;;
;;;;;;;;;;;EMTGameRouletteGomorrahMain [SOUN:0014D20A];;;;;;
;;;;;;;;;;;EMTGameRouletteTopsA [SOUN:0016CC04];;;;;;
;;;;;;;;;;;EMTGameRouletteTopsB [SOUN:0016CC00];;;;;;
;;;;;;;;;;;EMTGameRouletteUltraluxe [SOUN:0016CBE9];;;;;;
;;;;;;;;;;;EMTGameRouletteVikkiAndVanceA [SOUN:0016CBFD];;;;;;
;;;;;;;;;;;EMTGecko [SOUN:00173674];;;;;;
;;;;;;;;;;;EMTGeckoBig [SOUN:00176AE1];;;;;;
;;;;;;;;;;;EMTGhoul [SOUN:001731E5];;;;;;
;;;;;;;;;;;EMTGhoulBig [SOUN:001758D0];;;;;;
;;;;;;;;;;;EMTGhoulMed [SOUN:00175ED1];;;;;;
;;;;;;;;;;;EMTGhoulSmall [SOUN:00176AE2];;;;;;
;;;;;;;;;;;EMTGiantRatBig [SOUN:00176E4D];;;;;;
;;;;;;;;;;;EMTGomorrahFireExt [SOUN:0014C4C8];;;;;;
;;;;;;;;;;;EMTHamRadio01 [SOUN:0015402C];;;;;;
;;;;;;;;;;;EMTHamRadio02 [SOUN:0015402D];;;;;;
;;;;;;;;;;;EMTHangar [SOUN:00173675];;;;;;
;;;;;;;;;;;EMTHeliosOnePanelsLP [SOUN:0017123B];;;;;;
;;;;;;;;;;;EMTHooverDamTurbineBLP [SOUN:00157C88];;;;;;
;;;;;;;;;;;EMTHooverDamTurbineLP [SOUN:00157C89];;;;;;
;;;;;;;;;;;EMTIndustrialMachine02LP [SOUN:000A674E];;;;;;
;;;;;;;;;;;EMTIndustrialMachine03LP [SOUN:00174320];;;;;;
;;;;;;;;;;;EMTIndustrialMachine04LP [SOUN:000A6750];;;;;;
;;;;;;;;;;;EMTIndustrialMachine05LP [SOUN:000A874E];;;;;;
;;;;;;;;;;;EMTIndustrialMachine07LP [SOUN:00174321];;;;;;
;;;;;;;;;;;EMTIndustrialMachine08LP [SOUN:00174322];;;;;;
;;;;;;;;;;;EMTIndustrialMachineHeliosLP [SOUN:00174CA7];;;;;;
;;;;;;;;;;;EMTLabMachineLP [SOUN:00173677];;;;;;
;;;;;;;;;;;EMTLargeGateCampMcCarran [SOUN:00171B66];;;;;;
;;;;;;;;;;;EMTLightString [SOUN:001731D5];;;;;;
;;;;;;;;;;;EMTLuckyMetalCreak [SOUN:00151A70];;;;;;
;;;;;;;;;;;EMTMedicalBeep01 [SOUN:00174325];;;;;;
;;;;;;;;;;;EMTMedicalBeep01B [SOUN:00174326];;;;;;
;;;;;;;;;;;EMTMedicalBeep01C [SOUN:00174327];;;;;;
;;;;;;;;;;;EMTMedicalBeep01D [SOUN:00174CAE];;;;;;
;;;;;;;;;;;EMTMedicalBeep01E [SOUN:00176AD6];;;;;;
;;;;;;;;;;;EMTMedicalBeep02 [SOUN:00174328];;;;;;
;;;;;;;;;;;EMTMedicalBeep02B [SOUN:00174329];;;;;;
;;;;;;;;;;;EMTMedicalBeep02C [SOUN:0017432A];;;;;;
;;;;;;;;;;;EMTMedicalBeep02D [SOUN:00174CAD];;;;;;
;;;;;;;;;;;EMTMedicalBeep02E [SOUN:00176AD7];;;;;;
;;;;;;;;;;;EMTMetalStairsCreak [SOUN:00152D89];;;;;;
;;;;;;;;;;;EMTMonorailCreak [SOUN:001731DE];;;;;;
;;;;;;;;;;;EMTMonorailFire [SOUN:001731D9];;;;;;
;;;;;;;;;;;EMTMonorailFireB [SOUN:001731DB];;;;;;
;;;;;;;;;;;EMTMrHousePresence [SOUN:0017887C];;;;;;
;;;;;;;;;;;EMTNellisDstntExplB [SOUN:0017AE27];;;;;;
;;;;;;;;;;;EMTNeonLightsTheTops [SOUN:00151F12];;;;;;
;;;;;;;;;;;EMTNeonSignAtomicWrangler [SOUN:00171C85];;;;;;
;;;;;;;;;;;EMTNeonSignBisonHotel [SOUN:00176E84];;;;;;
;;;;;;;;;;;EMTNeonSignCasaMadrid [SOUN:00171C86];;;;;;
;;;;;;;;;;;EMTNeonSignCreak [SOUN:00151A74];;;;;;
;;;;;;;;;;;EMTNeonSignFlicker [SOUN:00151A71];;;;;;
;;;;;;;;;;;EMTNeonSignFreeside [SOUN:00171C87];;;;;;
;;;;;;;;;;;EMTNeonSignFreesideLarge [SOUN:00171C88];;;;;;
;;;;;;;;;;;EMTNeonSignKings [SOUN:00171C89];;;;;;
;;;;;;;;;;;EMTNeonSignMickAndRalphs [SOUN:00171C8A];;;;;;
;;;;;;;;;;;EMTNeonSignMojaveExpress [SOUN:00176E89];;;;;;
;;;;;;;;;;;EMTNeonSignSilverRush [SOUN:00171C8B];;;;;;
;;;;;;;;;;;EMTNeonSignULCasinoInt [SOUN:0017432B];;;;;;
;;;;;;;;;;;EMTNeonSignUltraluxe [SOUN:00175ECF];;;;;;
;;;;;;;;;;;EMTNeonSignVault21 [SOUN:0017432C];;;;;;
;;;;;;;;;;;EMTNeonSignVikkiAndVance [SOUN:00176E86];;;;;;
;;;;;;;;;;;EMTNeonSignWestsideLiquor [SOUN:00171C8C];;;;;;
