AnimObjects\aoDrinkingGlass.NIF;;;;;AnimObjects\aoDrinkingGlass.NIF;Props\PlateSetting\Glass.nif
AnimObjects\aoDrinkingMug.NIF;;;;;AnimObjects\aoDrinkingMug.NIF;SetDressing\Kitchen\CoffeeCup01.nif
AnimObjects\aoDrinkingNukaBottle.NIF;;;;;AnimObjects\aoDrinkingNukaBottle.NIF;Props\NukaColaBottleEmpty.nif
AnimObjects\aoEatingMeatStick.NIF;;;;;AnimObjects\aoEatingMeatStick.NIF;SetDressing\FoodAndFoodWare\IguanaOnAStick.nif
AnimObjects\aoEatingTableMeatMeal.NIF;;;;;AnimObjects\aoEatingTableMeatMeal.NIF;AnimObjects\AnimObjFoodPlateOnTable.nif
AnimObjects\aoEatingTableSpork.NIF;;;;;AnimObjects\aoEatingTableSpork.NIF;AnimObjects\AnimObjLeftHandFork.nif
AnimObjects\aoExamPencil.NIF;;;;;AnimObjects\aoExamPencil.NIF;AnimObjects\AnimObjectPencil.nif
AnimObjects\aoEyeExamineTool.NIF;;;;;AnimObjects\aoEyeExamineTool.NIF;Props\Institute\Institute_EyeExaminer.nif
AnimObjects\aoFinishedTestPaper.NIF;;;;;AnimObjects\aoFinishedTestPaper.NIF;AnimObjects\AnimObjectPaper.nif
AnimObjects\aoGenericFood.NIF;;;;;AnimObjects\aoGenericFood.NIF;DLC04\Props\DLC04_RadratSteak.nif
AnimObjects\aoGenericMeal.NIF;;;;;AnimObjects\aoGenericMeal.NIF;AnimObjects\AnimObjFoodPlateOnTable.nif
AnimObjects\aoPipBoy.NIF;;;;;AnimObjects\aoPipBoy.NIF;
AnimObjects\aoRake.NIF;;;;;AnimObjects\aoRake.NIF;
AnimObjects\aoRestrainRope.NIF;;;;;AnimObjects\aoRestrainRope.NIF;SetDressing\Habitat\RaiderCampRopeKnotLG.nif
AnimObjects\aoScientistClipboard.NIF;;;;;AnimObjects\aoScientistClipboard.NIF;Props\Clipboard.nif
AnimObjects\aoStudentTestPaper.NIF;;;;;AnimObjects\aoStudentTestPaper.NIF;AnimObjects\AnimObjectPaper.nif
AnimObjects\aoSyringe.NIF;;;;;AnimObjects\aoSyringe.NIF;SetDressing\Quest\MS09\MS09_Syringe.nif
AnimObjects\aoTestPaper.NIF;;;;;AnimObjects\aoTestPaper.NIF;AnimObjects\AnimObjectPaper.nif
AnimObjects\aoWateringCan.NIF;;;;;AnimObjects\aoWateringCan.NIF;
AnimObjects\BarKeepRag.NIF;;;;;AnimObjects\BarKeepRag.NIF;
animobjects\Benny_cigarette.NIF;;;;;animobjects\Benny_cigarette.NIF;AnimObjects\Cigarette.nif
AnimObjects\BlacksmithHammer.NIF;;;;;AnimObjects\BlacksmithHammer.NIF;Props\Garage\HammerGarage01.nif
AnimObjects\CameraFlash.NIF;;;;;AnimObjects\CameraFlash.NIF;
AnimObjects\CookingSpoon.NIF;;;;;AnimObjects\CookingSpoon.NIF;AnimObjects\AnimObjectWoodenSpoon.nif
AnimObjects\CookingWhiskey.NIF;;;;;AnimObjects\CookingWhiskey.NIF;SetDressing\PlayerHouseClutterClean\Bottles\BottleWhiskey01.nif
animobjects\hchamberFX.NIF;;;;;animobjects\hchamberFX.NIF;
animobjects\hchamberFXLSO.NIF;;;;;animobjects\hchamberFXLSO.NIF;
animobjects\KhanTrick.NIF;;;;;animobjects\KhanTrick.NIF;
AnimObjects\MS17Bow.NIF;;;;;AnimObjects\MS17Bow.NIF;
AnimObjects\MS17Violin.NIF;;;;;AnimObjects\MS17Violin.NIF;
animobjects\NVGamblerChips01.NIF;;;;;animobjects\NVGamblerChips01.NIF;
animobjects\NVPropReflectron.NIF;;;;;animobjects\NVPropReflectron.NIF;
animobjects\NVRorschachTest01.NIF;;;;;animobjects\NVRorschachTest01.NIF;
animobjects\NVRorschachTest02.NIF;;;;;animobjects\NVRorschachTest02.NIF;
animobjects\NVRorschachTest03.NIF;;;;;animobjects\NVRorschachTest03.NIF;
animobjects\NVVomit.NIF;;;;;animobjects\NVVomit.NIF;
animobjects\NVVomitDecal.NIF;;;;;animobjects\NVVomitDecal.NIF;
animobjects\NV_9MM.NIF;;;;;animobjects\NV_9MM.NIF;
animobjects\NV_Dealercards.NIF;;;;;animobjects\NV_Dealercards.NIF;
animobjects\NV_DealercardsGomorrah.NIF;;;;;animobjects\NV_DealercardsGomorrah.NIF;
animobjects\NV_DealercardsTops.NIF;;;;;animobjects\NV_DealercardsTops.NIF;
animobjects\NV_DealercardsUltraLux.NIF;;;;;animobjects\NV_DealercardsUltraLux.NIF;
animobjects\NV_Gamblercards1111.NIF;;;;;animobjects\NV_Gamblercards1111.NIF;
animobjects\NV_GamblercardsGomorrah1111.NIF;;;;;animobjects\NV_GamblercardsGomorrah1111.NIF;
animobjects\NV_GamblercardsTops1111.NIF;;;;;animobjects\NV_GamblercardsTops1111.NIF;
animobjects\NV_GamblercardsUltraLux1111.NIF;;;;;animobjects\NV_GamblercardsUltraLux1111.NIF;
animobjects\NV_GrindWheelMachete.NIF;;;;;animobjects\NV_GrindWheelMachete.NIF;
animobjects\NV_Guitar.NIF;;;;;animobjects\NV_Guitar.NIF;
animobjects\NV_Roulette_DealerChips.NIF;;;;;animobjects\NV_Roulette_DealerChips.NIF;
AnimObjects\RepairTool01.NIF;;;;;AnimObjects\RepairTool01.NIF;AnimObjects\AnimObjectWrench.nif
AnimObjects\SandManKnife.NIF;;;;;AnimObjects\SandManKnife.NIF;
AnimObjects\Stempax.NIF;;;;;AnimObjects\Stempax.NIF;
architecture\Barracks\Barracks01.NIF;;;;;architecture\Barracks\Barracks01.NIF;
architecture\Barracks\Barracks01Int.NIF;;;;;architecture\Barracks\Barracks01Int.NIF;
architecture\Barracks\Barracks01IntLight.NIF;;;;;architecture\Barracks\Barracks01IntLight.NIF;
architecture\Barracks\Barracks02.NIF;;;;;architecture\Barracks\Barracks02.NIF;
architecture\Barracks\Barracks02Int.NIF;;;;;architecture\Barracks\Barracks02Int.NIF;
architecture\Barracks\Barracks02IntLight.NIF;;;;;architecture\Barracks\Barracks02IntLight.NIF;
architecture\Barracks\BarracksDoor.NIF;;;;;architecture\Barracks\BarracksDoor.NIF;
architecture\Barracks\BlackDoor.NIF;;;;;architecture\Barracks\BlackDoor.NIF;
architecture\Barrier\Barrier01.NIF;;;;;architecture\Barrier\Barrier01.NIF;
architecture\Barrier\Barrier01b.NIF;;;;;architecture\Barrier\Barrier01b.NIF;
architecture\Barrier\Barrier02.NIF;;;;;architecture\Barrier\Barrier02.NIF;
architecture\Barrier\Barrier03.NIF;;;;;architecture\Barrier\Barrier03.NIF;
architecture\Barrier\BoxcarWall01.NIF;;;;;architecture\Barrier\BoxcarWall01.NIF;
architecture\Barrier\BoxcarWall01B.NIF;;;;;architecture\Barrier\BoxcarWall01B.NIF;
architecture\Barrier\BoxcarWall01C.NIF;;;;;architecture\Barrier\BoxcarWall01C.NIF;
architecture\Barrier\BoxcarWall02.NIF;;;;;architecture\Barrier\BoxcarWall02.NIF;
architecture\Barrier\BoxcarWall02B.NIF;;;;;architecture\Barrier\BoxcarWall02B.NIF;
architecture\Barrier\BoxcarWall02C.NIF;;;;;architecture\Barrier\BoxcarWall02C.NIF;
architecture\Barrier\BoxcarWall03.NIF;;;;;architecture\Barrier\BoxcarWall03.NIF;
architecture\Barrier\BoxcarWall03B.NIF;;;;;architecture\Barrier\BoxcarWall03B.NIF;
architecture\Barrier\BoxcarWall03C.NIF;;;;;architecture\Barrier\BoxcarWall03C.NIF;
architecture\Barrier\NeonSignBarrier01.NIF;;;;;architecture\Barrier\NeonSignBarrier01.NIF;
architecture\Barrier\NeonSignBarrier02.NIF;;;;;architecture\Barrier\NeonSignBarrier02.NIF;
architecture\Barrier\NeonSignBarrier03.NIF;;;;;architecture\Barrier\NeonSignBarrier03.NIF;
architecture\Barrier\NeonSignBarrierConnector01.NIF;;;;;architecture\Barrier\NeonSignBarrierConnector01.NIF;
architecture\Barrier\NeonSignBarrierConnector02.NIF;;;;;architecture\Barrier\NeonSignBarrierConnector02.NIF;
architecture\BitterSprings\NV_BS-Refugee-Tent.NIF;;;;;architecture\BitterSprings\NV_BS-Refugee-Tent.NIF;
architecture\BitterSprings\NV_BSSignA.NIF;;;;;architecture\BitterSprings\NV_BSSignA.NIF;
architecture\BitterSprings\NV_BSSignB.NIF;;;;;architecture\BitterSprings\NV_BSSignB.NIF;
architecture\BitterSprings\NV_Khan_Graffiti_Cv01.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_Cv01.nif;
architecture\BitterSprings\NV_Khan_Graffiti_Cv02.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_Cv02.nif;
architecture\BitterSprings\NV_Khan_Graffiti_Cv03.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_Cv03.nif;
architecture\BitterSprings\NV_Khan_Graffiti_Cv04.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_Cv04.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec02.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec02.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec03.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec03.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec04.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec04.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec04Low.NIF;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec04Low.NIF;
architecture\BitterSprings\NV_Khan_Graffiti_dec05.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec05.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec06.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec06.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec06Low.NIF;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec06Low.NIF;
architecture\BitterSprings\NV_Khan_Graffiti_dec07.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec07.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec07Low.NIF;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec07Low.NIF;
architecture\BitterSprings\NV_Khan_Graffiti_dec08.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec08.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec09.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec09.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec10.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec10.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec11.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec11.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec12.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec12.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec13.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec13.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec14.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec14.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec15.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec15.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec16.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec16.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec16Low.NIF;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec16Low.NIF;
architecture\BitterSprings\NV_Khan_Graffiti_dec17.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec17.nif;
architecture\BitterSprings\NV_Khan_Graffiti_dec18.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_dec18.nif;
architecture\BitterSprings\NV_Khan_Graffiti_NCRposter.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_NCRposter.nif;
architecture\BitterSprings\NV_Khan_Graffiti_RR01.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_RR01.nif;
architecture\BitterSprings\NV_Khan_Graffiti_RR02.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_RR02.nif;
architecture\BitterSprings\NV_Khan_Graffiti_RR03.nif;;;;;architecture\BitterSprings\NV_Khan_Graffiti_RR03.nif;
architecture\BitterSprings\NV_SignCallville.NIF;;;;;architecture\BitterSprings\NV_SignCallville.NIF;
architecture\BoulderCity\ArcadeCappedBrick.NIF;;;;;architecture\BoulderCity\ArcadeCappedBrick.NIF;
architecture\BoulderCity\ArcadeCappedBrickShort.NIF;;;;;architecture\BoulderCity\ArcadeCappedBrickShort.NIF;
architecture\BoulderCity\ArcadeCenter.nif;;;;;architecture\BoulderCity\ArcadeCenter.nif;
architecture\BoulderCity\ArcadeCenterBrick.nif;;;;;architecture\BoulderCity\ArcadeCenterBrick.nif;
architecture\BoulderCity\ArcadeCenterLong.nif;;;;;architecture\BoulderCity\ArcadeCenterLong.nif;
architecture\BoulderCity\ArcadeCenterLongBrick.nif;;;;;architecture\BoulderCity\ArcadeCenterLongBrick.nif;
architecture\BoulderCity\ArcadeCornerL.nif;;;;;architecture\BoulderCity\ArcadeCornerL.nif;
architecture\BoulderCity\ArcadeCornerLbrick.nif;;;;;architecture\BoulderCity\ArcadeCornerLbrick.nif;
architecture\BoulderCity\ArcadeCornerR.nif;;;;;architecture\BoulderCity\ArcadeCornerR.nif;
architecture\BoulderCity\ArcadeCornerRbrick.nif;;;;;architecture\BoulderCity\ArcadeCornerRbrick.nif;
architecture\BoulderCity\ArcadeEndL.nif;;;;;architecture\BoulderCity\ArcadeEndL.nif;
architecture\BoulderCity\ArcadeEndLbrick.nif;;;;;architecture\BoulderCity\ArcadeEndLbrick.nif;
architecture\BoulderCity\ArcadeEndR.nif;;;;;architecture\BoulderCity\ArcadeEndR.nif;
architecture\BoulderCity\ArcadeEndRbrick.nif;;;;;architecture\BoulderCity\ArcadeEndRbrick.nif;
architecture\BoulderCity\NV_BC_RailSign.NIF;;;;;architecture\BoulderCity\NV_BC_RailSign.NIF;
architecture\BoulderCity\NV_BighornSign.NIF;;;;;architecture\BoulderCity\NV_BighornSign.NIF;
architecture\BoulderCity\NV_WarMemorial.NIF;;;;;architecture\BoulderCity\NV_WarMemorial.NIF;
Architecture\Chandelier\TenPennyChandelier.NIF;;;;;Architecture\Chandelier\TenPennyChandelier.NIF;
Architecture\Chandelier\TenpennyChandelierDark.NIF;;;;;Architecture\Chandelier\TenpennyChandelierDark.NIF;
Architecture\Diner\DinerNoSign.NIF;;;;;Architecture\Diner\DinerNoSign.NIF;
architecture\diner\dinernosignTEST.nif;;;;;architecture\diner\dinernosignTEST.nif;
Architecture\DoorNoEnter\DoorBarricade.NIF;;;;;Architecture\DoorNoEnter\DoorBarricade.NIF;
architecture\Freeside\AtomicWranglerExt.nif;;;;;architecture\Freeside\AtomicWranglerExt.nif;
architecture\Freeside\AtomicWranglerSign.nif;;;;;architecture\Freeside\AtomicWranglerSign.nif;
architecture\Freeside\FreesideWelcomeSign.NIF;;;;;architecture\Freeside\FreesideWelcomeSign.NIF;
architecture\Freeside\NVFreesideStripDoor.NIF;;;;;architecture\Freeside\NVFreesideStripDoor.NIF;
architecture\Freeside\NV_FreesideSign-Large.NIF;;;;;architecture\Freeside\NV_FreesideSign-Large.NIF;
architecture\Freeside\NV_FreesideSign-Large_Lights.NIF;;;;;architecture\Freeside\NV_FreesideSign-Large_Lights.NIF;
architecture\Freeside\NV_FreesideSign-Large_Lights_Imposter.NIF;;;;;architecture\Freeside\NV_FreesideSign-Large_Lights_Imposter.NIF;
architecture\Freeside\RamshackleBusDoor02.NIF;;;;;architecture\Freeside\RamshackleBusDoor02.NIF;
architecture\generic\ApartmentPre01.NIF;;;;;architecture\generic\ApartmentPre01.NIF;
architecture\generic\ApartmentPre02.NIF;;;;;architecture\generic\ApartmentPre02.NIF;
architecture\generic\ApartmentPre03.NIF;;;;;architecture\generic\ApartmentPre03.NIF;
architecture\generic\DamageDecal01.nif;;;;;architecture\generic\DamageDecal01.nif;
architecture\generic\DamageDecal02.nif;;;;;architecture\generic\DamageDecal02.nif;
architecture\generic\DamageDecal03.nif;;;;;architecture\generic\DamageDecal03.nif;
architecture\generic\DamageDecal04.nif;;;;;architecture\generic\DamageDecal04.nif;
architecture\generic\dome.nif;;;;;architecture\generic\dome.nif;
architecture\generic\GenericBookcase01.NIF;;;;;architecture\generic\GenericBookcase01.NIF;
architecture\generic\GenericDisplayCase01.NIF;;;;;architecture\generic\GenericDisplayCase01.NIF;
architecture\generic\GenericWardrobe01.NIF;;;;;architecture\generic\GenericWardrobe01.NIF;
architecture\generic\NVBungalow01.NIF;;;;;architecture\generic\NVBungalow01.NIF;
architecture\generic\NVBungalow02.NIF;;;;;architecture\generic\NVBungalow02.NIF;
architecture\generic\NVGreatKhanTent01.NIF;;;;;architecture\generic\NVGreatKhanTent01.NIF;
architecture\generic\NVGreatKhanTent02.NIF;;;;;architecture\generic\NVGreatKhanTent02.NIF;
architecture\generic\NVGreatKhanTent03.NIF;;;;;architecture\generic\NVGreatKhanTent03.NIF;
architecture\generic\NV_giftshopLights.nif;;;;;architecture\generic\NV_giftshopLights.nif;
architecture\generic\PoseidonGasStationSign.NIF;;;;;architecture\generic\PoseidonGasStationSign.NIF;
architecture\generic\TrainYardTerminal.NIF;;;;;architecture\generic\TrainYardTerminal.NIF;
architecture\generic\Usonianhome01.NIF;;;;;architecture\generic\Usonianhome01.NIF;
architecture\generic\Usonianhome02.NIF;;;;;architecture\generic\Usonianhome02.NIF;
architecture\generic\Usonianhome03.NIF;;;;;architecture\generic\Usonianhome03.NIF;
architecture\generic\UsonianHomeDamC01.NIF;;;;;architecture\generic\UsonianHomeDamC01.NIF;
architecture\generic\UsonianHomeDamC02.NIF;;;;;architecture\generic\UsonianHomeDamC02.NIF;
architecture\generic\UsonianHomeDamM01.NIF;;;;;architecture\generic\UsonianHomeDamM01.NIF;
architecture\generic\UsonianHomeDamM02.NIF;;;;;architecture\generic\UsonianHomeDamM02.NIF;
architecture\generic\UsonianHomeDamM03.NIF;;;;;architecture\generic\UsonianHomeDamM03.NIF;
architecture\generic\UsonianHomeDamM04.NIF;;;;;architecture\generic\UsonianHomeDamM04.NIF;
architecture\Goodsprings\DeckFreeCenter.nif;;;;;architecture\Goodsprings\DeckFreeCenter.nif;
architecture\Goodsprings\DeckFreeL.nif;;;;;architecture\Goodsprings\DeckFreeL.nif;
architecture\Goodsprings\DeckFreeR.nif;;;;;architecture\Goodsprings\DeckFreeR.nif;
architecture\Goodsprings\DeckStep.nif;;;;;architecture\Goodsprings\DeckStep.nif;
architecture\Goodsprings\NV_GeneralStore.NIF;;;;;architecture\Goodsprings\NV_GeneralStore.NIF;
architecture\Goodsprings\NV_GenStoreWindow.NIF;;;;;architecture\Goodsprings\NV_GenStoreWindow.NIF;
architecture\Goodsprings\NV_GoodSpr_home01.nif;;;;;architecture\Goodsprings\NV_GoodSpr_home01.nif;
architecture\Goodsprings\NV_GoodSpr_home02.nif;;;;;architecture\Goodsprings\NV_GoodSpr_home02.nif;
architecture\Goodsprings\NV_GoodSpr_home03.nif;;;;;architecture\Goodsprings\NV_GoodSpr_home03.nif;
architecture\Goodsprings\NV_GS-Saloon-Sign.NIF;;;;;architecture\Goodsprings\NV_GS-Saloon-Sign.NIF;
architecture\Goodsprings\NV_GSSchoolHouse.NIF;;;;;architecture\Goodsprings\NV_GSSchoolHouse.NIF;
architecture\Goodsprings\NV_GS_CraftsDoorframe.NIF;;;;;architecture\Goodsprings\NV_GS_CraftsDoorframe.NIF;
architecture\Goodsprings\NV_OldWestBldgGeneric01.NIF;;;;;architecture\Goodsprings\NV_OldWestBldgGeneric01.NIF;
architecture\Goodsprings\NV_OldWestBldgGeneric02.NIF;;;;;architecture\Goodsprings\NV_OldWestBldgGeneric02.NIF;
architecture\Goodsprings\NV_ProspectorSaloon-Neon.NIF;;;;;architecture\Goodsprings\NV_ProspectorSaloon-Neon.NIF;
architecture\Goodsprings\NV_ProspectorSaloon-Neon_Lights.NIF;;;;;architecture\Goodsprings\NV_ProspectorSaloon-Neon_Lights.NIF;
architecture\Goodsprings\NV_ProspectorSaloon.nif;;;;;architecture\Goodsprings\NV_ProspectorSaloon.nif;
architecture\Goodsprings\NV_ProspectorSaloon_Door.NIF;;;;;architecture\Goodsprings\NV_ProspectorSaloon_Door.NIF;
architecture\Goodsprings\NV_ProspectorSaloon_Lights.NIF;;;;;architecture\Goodsprings\NV_ProspectorSaloon_Lights.NIF;
architecture\Goodsprings\NV_ShackVictor.NIF;;;;;architecture\Goodsprings\NV_ShackVictor.NIF;
architecture\Goodsprings\NV_VitoMaticVigorTester_Cabinet02.NIF;;;;;architecture\Goodsprings\NV_VitoMaticVigorTester_Cabinet02.NIF;
architecture\Goodsprings\NV_WaterTank.NIF;;;;;architecture\Goodsprings\NV_WaterTank.NIF;
architecture\HELIOS_One\HeliosOne_SolarReflector.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarReflector.NIF;
architecture\HELIOS_One\HeliosOne_SolarReflector_row.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarReflector_row.NIF;
architecture\HELIOS_One\HeliosOne_SolarTower.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarTower.NIF;
architecture\HELIOS_One\HeliosOne_SolarTower_Pipe.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarTower_Pipe.NIF;
architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_LMount.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_LMount.NIF;
architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_S.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_S.NIF;
architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_SBand.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_SBand.NIF;
architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_SCurve.NIF;;;;;architecture\HELIOS_One\HeliosOne_SolarTower_Pipe_SCurve.NIF;
architecture\HELIOS_One\HeliosPowerPlant.nif;;;;;architecture\HELIOS_One\HeliosPowerPlant.nif;
architecture\HELIOS_One\NV_HeliosOne_Sign.NIF;;;;;architecture\HELIOS_One\NV_HeliosOne_Sign.NIF;
architecture\HELIOS_One\NV_HeliosOne_SolarBrkSingle01.NIF;;;;;architecture\HELIOS_One\NV_HeliosOne_SolarBrkSingle01.NIF;
architecture\HELIOS_One\NV_HeliosOne_SolarReflectorBrk_01.NIF;;;;;architecture\HELIOS_One\NV_HeliosOne_SolarReflectorBrk_01.NIF;
architecture\HELIOS_One\NV_HeliosOne_SolarReflectorBrk_02.NIF;;;;;architecture\HELIOS_One\NV_HeliosOne_SolarReflectorBrk_02.NIF;
architecture\HELIOS_One\NV_HeliosOne_SolarReflectorBrk_03.NIF;;;;;architecture\HELIOS_One\NV_HeliosOne_SolarReflectorBrk_03.NIF;
architecture\HELIOS_One\proxy_SolarReflector.NIF;;;;;architecture\HELIOS_One\proxy_SolarReflector.NIF;
architecture\HELIOS_One\proxy_SolarTower.NIF;;;;;architecture\HELIOS_One\proxy_SolarTower.NIF;
architecture\HiddenValley\EcvHanger.nif;;;;;architecture\HiddenValley\EcvHanger.nif;
architecture\HiddenValley\HVBunkerNV.NIF;;;;;architecture\HiddenValley\HVBunkerNV.NIF;
architecture\HooverDam\HDObsDeckIntRecessedLighting.NIF;;;;;architecture\HooverDam\HDObsDeckIntRecessedLighting.NIF;
architecture\HooverDam\HDObsDeckIntRecessedLightingOFF.NIF;;;;;architecture\HooverDam\HDObsDeckIntRecessedLightingOFF.NIF;
architecture\HooverDam\HooverDamObsDeckIntCeiling.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntCeiling.NIF;
architecture\HooverDam\HooverDamObsDeckIntDecoCeiling.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntDecoCeiling.NIF;
architecture\HooverDam\HooverDamObsDeckIntDecoFloor.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntDecoFloor.NIF;
architecture\HooverDam\HooverDamObsDeckIntElevators.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntElevators.NIF;
architecture\HooverDam\HooverDamObsDeckInteriorStairs.NIF;;;;;architecture\HooverDam\HooverDamObsDeckInteriorStairs.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor01.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor01.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor02.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor02.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor03.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor03.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor04.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor04.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor05.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor05.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor06.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor06.NIF;
architecture\HooverDam\HooverDamObsDeckIntFloor07.NIF;;;;;architecture\HooverDam\HooverDamObsDeckIntFloor07.NIF;
