Weapons\1HandPistol\LaserPistol.NIF;1stPersonSmallEnergyCell;##LPSmallEnergyCell:0;Weapons\1HandPistol\1stPersonSmallEnergyCell.dds;Weapons\1HandPistol\1stPersonSmallEnergyCell_n.dds;;;;;
Weapons\1HandPistol\LaserPistol.NIF;1stPersonLaserPistolTexture;##LPTrigger:0;Weapons\1HandPistol\1stPersonLaserpistol.dds;Weapons\1HandPistol\1stPersonLaserpistol_N.dds;;;;;
Weapons\1HandPistol\LaserPistol.NIF;1stPersonLaserPistolTexture;LaserPistol:0;Weapons\1HandPistol\1stPersonLaserpistol.dds;Weapons\1HandPistol\1stPersonLaserpistol_N.dds;;;;;
Weapons\1handGrenadeThrow\GrenadeFrag.NIF;1stPersonGrenadeTexture;##GFCap:0;Weapons\1handGrenadeThrow\1stPersonGrenade.dds;Weapons\1handGrenadeThrow\1stPersonGrenade_n.dds;;;;;
Weapons\1handGrenadeThrow\GrenadeFrag.NIF;1stPersonGrenadeTexture;##GFLever:0;Weapons\1handGrenadeThrow\1stPersonGrenade.dds;Weapons\1handGrenadeThrow\1stPersonGrenade_n.dds;;;;;
Weapons\1handGrenadeThrow\GrenadeFrag.NIF;1stPersonGrenadeTexture;##GFPin:0;Weapons\1handGrenadeThrow\1stPersonGrenade.dds;Weapons\1handGrenadeThrow\1stPersonGrenade_n.dds;;;;;
Weapons\1handGrenadeThrow\GrenadeFrag.NIF;1stPersonGrenadeTexture;GrenadeFrag:0;Weapons\1handGrenadeThrow\1stPersonGrenade.dds;Weapons\1handGrenadeThrow\1stPersonGrenade_n.dds;;;;;
weapons\1handmelee\baton.nif;1stPersonBatonTexture;##BatonHandle:0;Weapons\1HandMelee\1stPersonBaton.dds;Weapons\1HandMelee\1stPersonBaton_n.dds;;;;;
weapons\1handmelee\baton.nif;1stPersonBatonTexture;##BatonShaft:0;Weapons\1HandMelee\1stPersonBaton.dds;Weapons\1HandMelee\1stPersonBaton_n.dds;;;;;
Weapons\2HandAutomatic\AssaultRifle.NIF;1stPersonAssaultRifleMagTexture;##Magazine:0;Weapons\2HandAutomatic\1stPersonAssaultRifleMag01.dds;Weapons\2HandAutomatic\1stPersonAssaultRifleMag01_n.dds;;;;;
Weapons\2HandAutomatic\AssaultRifle.NIF;1stPersonAssaultRifleTexture02;##MagRelease:1;Weapons\2HandAutomatic\1stPersonAssaultRifle02.dds;Weapons\2HandAutomatic\1stPerson_AssaultRifle02_n.dds;;;;;
Weapons\2HandAutomatic\AssaultRifle.NIF;1stPersonAssaultRifleTexture02;##Trigger:1;Weapons\2HandAutomatic\1stPersonAssaultRifle02.dds;Weapons\2HandAutomatic\1stPerson_AssaultRifle02_n.dds;;;;;
Weapons\2HandAutomatic\AssaultRifle.NIF;1stPersonAssaultRifleTexture01;AssaultRifle:0;Weapons\2HandAutomatic\1stPersonAssaultRifle01.dds;Weapons\2HandAutomatic\1stPersonAssaultRifle01_n.dds;;;;;
Weapons\2HandAutomatic\AssaultRifle.NIF;1stPersonAssaultRifleTexture02;AssaultRifle:1;Weapons\2HandAutomatic\1stPersonAssaultRifle02.dds;Weapons\2HandAutomatic\1stPerson_AssaultRifle02_n.dds;;;;;
weapons\1handpistol\10mmpistol.nif;1stPerson10mmPistolTexture;##Catch:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistol.nif;1stPerson10mmPistolTexture;##Hammer:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistol.nif;1stPerson10mmPistolTexture;##Slide:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistol.nif;1stPerson10mmPistolTexture;##Trigger:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistol.nif;1stPerson10mmPistolTexture;10MMPistol:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistol.nif;1stPerson10mmPistolTexture;Object:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMCradleSide:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture02;##FMCradleSide:1;Weapons\2HandLauncher\1stPersonFatman02.dds;Weapons\2HandLauncher\1stPersonFatman02_n.dds;;Weapons\2HandLauncher\1stPersonFatman02_g.dds;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMHandle:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture02;##FMHandle:1;Weapons\2HandLauncher\1stPersonFatman02.dds;Weapons\2HandLauncher\1stPersonFatman02_n.dds;;Weapons\2HandLauncher\1stPersonFatman02_g.dds;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMNeedle:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMShuttle1:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMShuttle2:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMShuttle3:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMShuttle4:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;##FMTrigger:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanBombTexture;##NifRound:0;Weapons\2HandLauncher\1stPersonFatmanBomb.dds;Weapons\2HandLauncher\1stPersonFatmanBomb_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture01;FatMan:0;Weapons\2HandLauncher\1stPersonFatman.dds;Weapons\2HandLauncher\1stPersonFatman_n.dds;;;;;
Weapons\2HandLauncher\Fatman.NIF;1stPersonFatmanTexture02;FatMan:1;Weapons\2HandLauncher\1stPersonFatman02.dds;Weapons\2HandLauncher\1stPersonFatman02_n.dds;;Weapons\2HandLauncher\1stPersonFatman02_g.dds;;;
Weapons\2HandMelee\SuperSledge.NIF;1stPersonSuperSledgeTexture;SuperSledge:0;Weapons\2HandMelee\1stPersonSuperSledge.dds;Weapons\2HandMelee\1stPersonSuperSledge_n.dds;;;;;
weapons\2handrifle\huntingrifle.nif;1stPersonHuntingRifleTexture;##HRBolt:0;Weapons\2HandRifle\1stPersonHuntingRifle.dds;Weapons\2HandRifle\1stPersonHuntingRifle_n.dds;;;;;
weapons\2handrifle\huntingrifle.nif;1stPersonHuntingRifleTexture;##HRTrigger:0;Weapons\2HandRifle\1stPersonHuntingRifle.dds;Weapons\2HandRifle\1stPersonHuntingRifle_n.dds;;;;;
weapons\2handrifle\huntingrifle.nif;1stPersonHuntingRifleTexture;HuntingRifle:0;Weapons\2HandRifle\1stPersonHuntingRifle.dds;Weapons\2HandRifle\1stPersonHuntingRifle_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture01;##LR_CellRelease:0;Weapons\2HandRifle\1stPersonLaserRifle01.dds;Weapons\2HandRifle\1stPersonLaserRifle01_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture01;##LR_CellReleaseLatch:0;Weapons\2HandRifle\1stPersonLaserRifle01.dds;Weapons\2HandRifle\1stPersonLaserRifle01_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture01;##LR_CellReleaseSpring:0;Weapons\2HandRifle\1stPersonLaserRifle01.dds;Weapons\2HandRifle\1stPersonLaserRifle01_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture01;##LR_Trigger:0;Weapons\2HandRifle\1stPersonLaserRifle01.dds;Weapons\2HandRifle\1stPersonLaserRifle01_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture01;##LR_TriggerSlide:0;Weapons\2HandRifle\1stPersonLaserRifle01.dds;Weapons\2HandRifle\1stPersonLaserRifle01_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture01;LaserRifle:0;Weapons\2HandRifle\1stPersonLaserRifle01.dds;Weapons\2HandRifle\1stPersonLaserRifle01_n.dds;;;;;
Weapons\2HandRifle\LaserRifle.NIF;1stPersonLaserRifleTexture02;LaserRifle:1;Weapons\2HandRifle\1stPersonLaserRifle02.dds;Weapons\2HandRifle\1stPersonLaserRifle02_n.dds;;;;;
Weapons\Hand2Hand\BrassKnuckles.NIF;1stPersonBrassKnucklesTexture;BrassKnuckles:0;Weapons\Hand2Hand\1stPersonBrassKnuckles.dds;Weapons\Hand2Hand\1stPersonBrassKnuckles_n.dds;;;;;
Weapons\Hand2Hand\SpikedKnuckles.NIF;1stPersonSpikedKnucklesTexture;SpikedKnuckles;Weapons\Hand2Hand\1stPersonSpikedKnuckles.dds;Weapons\Hand2Hand\1stPersonSpikedKnuckles_n.dds;;;;;
Weapons\2HandMelee\BaseballBat.NIF;1stPersonBaseballBatTexture;BaseballBatClean:0;Weapons\2HandMelee\1stPersonBaseballBat.dds;Weapons\2HandMelee\1stPersonBaseballBat_n.dds;;;;;
Weapons\2HandMelee\BaseballBatDirty.NIF;1stPersonBaseballBatDirtyTexture;BaseballBatClean:0;Weapons\2HandMelee\1stPersonBaseballBatDirty.dds;Weapons\2HandMelee\1stPersonBaseballBatDirty_n.dds;;;;;
Weapons\2HandMelee\BaseballBatDirty.NIF;1stPersonBaseballBatDirtyTexture;BaseballBatDirty:0;Weapons\2HandMelee\1stPersonBaseballBatDirty.dds;Weapons\2HandMelee\1stPersonBaseballBatDirty_n.dds;;;;;
Weapons\1HandMelee\LeadPipe.NIF;1stPersonLeadPipeTexture;LeadPipe:0;Weapons\1HandMelee\1stPersonLeadPipe.dds;Weapons\1HandMelee\1stPersonLeadPipe_n.dds;;;;;
Weapons\1HandMelee\TireIron.NIF;1stPersonTireIronTexture;TireIron:0;Weapons\1HandMelee\1stPersonTireIron.dds;Weapons\1HandMelee\1stPersonTireIron_n.dds;;;;;
Weapons\2HandMelee\PoolCue.NIF;1stPersonPoolCueTexture;PoolCue:0;Weapons\2HandMelee\1stPersonPoolCue.dds;Weapons\2HandMelee\1stPersonPoolCue_n.dds;;;;;
weapons\1handmelee\switchblade.nif;1stPersonSwitchBladeTexture;##l_Blade:0;Weapons\1HandMelee\1stPersonSwitchBlade.dds;Weapons\1HandMelee\1stPersonSwitchBlade_n.dds;Weapons\1HandMelee\SwitchBlade_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handmelee\switchblade.nif;1stPersonSwitchBladeTexture;##l_Slide:0;Weapons\1HandMelee\1stPersonSwitchBlade.dds;Weapons\1HandMelee\1stPersonSwitchBlade_n.dds;Weapons\1HandMelee\SwitchBlade_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handmelee\switchblade.nif;1stPersonSwitchBladeTexture;##l_SwitchBlade:0;Weapons\1HandMelee\1stPersonSwitchBlade.dds;Weapons\1HandMelee\1stPersonSwitchBlade_n.dds;Weapons\1HandMelee\SwitchBlade_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1HandMelee\CombatKnife.NIF;1stPersonCombatKnifeTexture;CombatKnife:0;Weapons\1HandMelee\1stPersonCombatKnife.dds;Weapons\1HandMelee\1stPersonCombatKnife_n.dds;Weapons\1HandMelee\CombatKnife_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\2HandMelee\SledgeHammer.NIF;1stPersonSledgeHammerTexture;SledgeHammer:0;Weapons\2HandMelee\1stPersonSledgeHammer.dds;Weapons\2HandMelee\1stPersonSledgeHammer_n.dds;;;;;
Weapons\1HandMelee\RollingPin.NIF;1stPersonRollingPinTexture;RollingPin:0;Weapons\1HandMelee\1stPersonRollingPin.dds;Weapons\1HandMelee\1stPersonRollingPin_n.dds;;;;;
Weapons\1HandMelee\ChineseOfficerSword.NIF;1stPersonChineseOfficerSwordTexture;l_ChineseOfficerSword:0;Weapons\1HandMelee\1stPersonChineseOfficerSword.dds;Weapons\1HandMelee\1stPersonChineseOfficerSword_n.dds;Weapons\1HandMelee\1stPersonChineseOfficerSword_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistolsilenced.nif;1stPerson10mmPistolTexture;##Catch:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistolsilenced.nif;1stPerson10mmPistolTexture;##Hammer:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistolsilenced.nif;1stPerson10mmPistolTexture;##Slide:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistolsilenced.nif;1stPerson10mmPistolTexture;##Trigger:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistolsilenced.nif;1stPerson10mmPistolTexture;10MMPistol:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
weapons\1handpistol\10mmpistolsilenced.nif;1stPerson10mmPistolTexture;Object:0;Weapons\1HandPistol\1stPerson10mmPistol.dds;Weapons\1HandPistol\1stPerson10mmPistol_N.dds;Weapons\1HandPistol\10mmPistol_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\DartGun.NIF;1stPersonDartGunTexture;##dgDartPin:0;Weapons\1HandPistol\1stPersonDartGun.dds;Weapons\1HandPistol\1stPersonDartGun_n.dds;Weapons\1HandPistol\DartGun_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\DartGun.NIF;1stPersonDartGunTexture;##dgLever:0;Weapons\1HandPistol\1stPersonDartGun.dds;Weapons\1HandPistol\1stPersonDartGun_n.dds;Weapons\1HandPistol\DartGun_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\DartGun.NIF;1stPersonDartGunTexture;##dgLeverPin:0;Weapons\1HandPistol\1stPersonDartGun.dds;Weapons\1HandPistol\1stPersonDartGun_n.dds;Weapons\1HandPistol\DartGun_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\DartGun.NIF;1stPersonDartGunTexture;##dgRubberBand:0;Weapons\1HandPistol\1stPersonDartGun.dds;Weapons\1HandPistol\1stPersonDartGun_n.dds;Weapons\1HandPistol\DartGun_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\DartGun.NIF;1stPersonDartGunTexture;DartGun:0;Weapons\1HandPistol\1stPersonDartGun.dds;Weapons\1HandPistol\1stPersonDartGun_n.dds;Weapons\1HandPistol\DartGun_m.dds;;;Effects\ShinyBright_e.dds;
Architecture\Suburban\RubblePiles\SuburbanRubblePile01.NIF;RubblePileRockCanyonRubble01;SuburbanRubblePile01:0;Landscape\RockCanyonRubble01.dds;Landscape\RockCanyonRubble01_N.dds;;;Architecture\Suburban\SuburbanRubble01_p.dds;;
Weapons\1handGrenadeThrow\PulseGrenade.NIF;1stPersonPulseGrenadeTexture;##PGRing:0;Weapons\1handGrenadeThrow\1stPersonPulseGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPulseGrenade_n.dds;Weapons\1handGrenadeThrow\PulseGrenade_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PulseGrenade.NIF;1stPersonPulseGrenadeTexture;##PGTorque:0;Weapons\1handGrenadeThrow\1stPersonPulseGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPulseGrenade_n.dds;Weapons\1handGrenadeThrow\PulseGrenade_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PulseGrenade.NIF;1stPersonPulseGrenadeTexture;PulseGrenade:0;Weapons\1handGrenadeThrow\1stPersonPulseGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPulseGrenade_n.dds;Weapons\1handGrenadeThrow\PulseGrenade_m.dds;;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PlasmaGrenade.NIF;1stPersonPlasmaGrenadeTexture;##BottomglowRings01:0;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade_n.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_m.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PlasmaGrenade.NIF;1stPersonPlasmaGrenadeTexture;##PGBottomSlideLow:0;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade_n.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_m.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PlasmaGrenade.NIF;1stPersonPlasmaGrenadeTexture;##PGTopSlideLow:0;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade_n.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_m.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PlasmaGrenade.NIF;1stPersonPlasmaGrenadeTexture;##TopGlowRings01:0;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade_n.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_m.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1handGrenadeThrow\PlasmaGrenade.NIF;1stPersonPlasmaGrenadeTexture;PlasmaGrenade:0;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade.dds;Weapons\1handGrenadeThrow\1stPersonPlasmaGrenade_n.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_m.dds;Weapons\1handGrenadeThrow\PlasmaGrenade_g.dds;;Effects\ShinyBright_e.dds;
Weapons\2HandHandle\Flamer.NIF;1stPersonFlamerTexture1;##FlamerGun:0;Weapons\2HandHandle\1stPersonFlamer.dds;Weapons\2HandHandle\1stPersonFlamer_n.dds;;Weapons\2HandHandle\Flamer_g.dds;;;
Weapons\2HandHandle\Flamer.NIF;1stPersonFlamerTexture2;Backpack:0;Weapons\2HandHandle\1stPersonFlamer2.dds;Weapons\2HandHandle\1stPersonFlamer2_n.dds;;;;;
Weapons\2HandHandle\Flamer.NIF;1stPersonFlamerTexture1;Flamer:0;Weapons\2HandHandle\1stPersonFlamer.dds;Weapons\2HandHandle\1stPersonFlamer_n.dds;;Weapons\2HandHandle\Flamer_g.dds;;;
Landscape\Trees\TreeWastelandHardwoodStump01.NIF;LandscapeRockCanyonRubble01;TreeWastelandHardwoodStump01:0;Landscape\RockCanyonRubble01.dds;Landscape\RockCanyonRubble01_N.dds;;;;;
Weapons\1HandPistol\AlienBlaster.NIF;1stPersonAlienPowerCellTexture;##AlienPowerCell:0;Weapons\1HandPistol\1stPersonAlienBlasterAmmo.dds;Weapons\1HandPistol\1stPersonAlienBlaster_n.dds;Weapons\1HandPistol\AlienBlaster_m.dds;Weapons\1HandPistol\AlienBlaster_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\AlienBlaster.NIF;1stPersonAlienBlasterTexture;##Gun:0;Weapons\1HandPistol\1stPersonAlienBlaster.dds;Weapons\1HandPistol\1stPersonAlienBlaster_n.dds;Weapons\1HandPistol\AlienBlaster_m.dds;Weapons\1HandPistol\1stPersonAlienBlaster_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\AlienBlaster.NIF;1stPersonAlienBlasterTexture;##Tube:0;Weapons\1HandPistol\1stPersonAlienBlaster.dds;Weapons\1HandPistol\1stPersonAlienBlaster_n.dds;Weapons\1HandPistol\AlienBlaster_m.dds;Weapons\1HandPistol\1stPersonAlienBlaster_g.dds;;Effects\ShinyBright_e.dds;
Weapons\1HandPistol\AlienBlaster.NIF;1stPersonAlienBlasterTexture;AlienBlaster:0;Weapons\1HandPistol\1stPersonAlienBlaster.dds;Weapons\1HandPistol\1stPersonAlienBlaster_n.dds;Weapons\1HandPistol\AlienBlaster_m.dds;Weapons\1HandPistol\1stPersonAlienBlaster_g.dds;;Effects\ShinyBright_e.dds;
Landscape\Trees\TreeWastelandHardwood01.NIF;LandscapePebblesDirtWasteland01;TreeWastelandHardwood01:2;Landscape\PebblesDirtWasteland01.dds;Landscape\PebblesDirtWasteland01_N.dds;;;;;
Landscape\Trees\TreeWastelandHardwood01.NIF;LandscapeMudDirtWasteland01;TreeWastelandHardwood01:2;Landscape\MudDirtWasteland01.dds;Landscape\MudDirtWasteland01_N.dds;;;;;
Landscape\Trees\TreeWastelandHardwoodStump01.NIF;LandscapeMudDirtWasteland01;TreeWastelandHardwoodStump01:0;Landscape\MudDirtWasteland01.dds;Landscape\MudDirtWasteland01_N.dds;;;;;
Architecture\Suburban\RubblePiles\SuburbanRubblePile01.NIF;RubblePileDirtScumWasteland01;SuburbanRubblePile01:0;Landscape\DirtScumWasteland01.dds;Landscape\DirtScumWasteland01_N.dds;;;Architecture\Suburban\SuburbanRubble01_p.dds;;
Architecture\Wasteland\Wastelandhomeextshell02.NIF;LandscapeRockCanyonRubble01;Wastelandhomeextshell02:7;Landscape\RockCanyonRubble01.dds;Landscape\RockCanyonRubble01_N.dds;;;;;
Weapons\1HandPistol\10mmSubmachineGun.NIF;1stPerson10mmSubmachineGunTexture;##SMGTrigger:0;Weapons\1HandPistol\1stPerson10mmSubMachineGun.dds;Weapons\1HandPistol\1stPerson10mmSubMachineGun_n.dds;;;;;
Weapons\1HandPistol\10mmSubmachineGun.NIF;1stPerson10mmSubmachineGunTexture;SubMachineGun:0;Weapons\1HandPistol\1stPerson10mmSubMachineGun.dds;Weapons\1HandPistol\1stPerson10mmSubMachineGun_n.dds;;;;;
Weapons\1handMineDrop\MineBottleCap.NIF;1stPersonBottleCapMineTexture;##BCMSwitch:0;Weapons\1HandMineDrop\1stPersonBottleCapMine.dds;Weapons\1HandMineDrop\1stPersonBottleCapMine_n.dds;;Weapons\1HandMineDrop\1stPersonBottleCapMine_g.dds;;;
Weapons\1handMineDrop\MineBottleCap.NIF;1stPersonBottleCapMineTexture;##Glow:0;Weapons\1HandMineDrop\1stPersonBottleCapMine.dds;Weapons\1HandMineDrop\1stPersonBottleCapMine_n.dds;;Weapons\1HandMineDrop\1stPersonBottleCapMine_g.dds;;;
Weapons\1handMineDrop\MineBottleCap.NIF;1stPersonBottleCapMineTexture;##LightOff:0;Weapons\1HandMineDrop\1stPersonBottleCapMine.dds;Weapons\1HandMineDrop\1stPersonBottleCapMine_n.dds;;Weapons\1HandMineDrop\1stPersonBottleCapMine_g.dds;;;
