Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?;;
1;Scope Model\MO3S\Alternate Texture\New Texture;;;;;;;;;;;;;;;;;;
2;Scope Model\MO3S\Alternate Texture\3D Index;;;;;;;;;;;;;;;;;;
;EFSD;;;;;;;;;;;;;;;;;;
13;World Model;;;;;;;;;;;;;;;;;;
0;World Model\MOD4;;;;;;;;;;File;File;;;;;;;
1;World Model\MO4T;;;;;;;;;;;;;;;;;;
2;World Model\MO4S;;;;;;;;;;;;;;;;;;
0;World Model\MO4S\Alternate Texture;;;;;;;;;;;;;;;;;;
0;World Model\MO4S\Alternate Texture\3D Name;;;;;;;;;;;;;;;;;;
1;World Model\MO4S\Alternate Texture\New Texture;;;;;;;;;;;;;;;;;;
2;World Model\MO4S\Alternate Texture\3D Index;;;;;;;;;;;;;;;;;;
14;MWD1;;;;;;;;;;;;;;;;;;
15;MWD2;;;;;;;;;;;;;;;;;;
16;MWD3;;;;;;;;;;;;;;;;;;
17;MWD4;;;;;;;;;;;;;;;;;;
18;MWD5;;;;;;;;;;;;;;;;;;
19;MWD6;;;;;;;;;;;;;;;;;;
20;MWD7;;;;;;;;;;;;;;;;;;
21;VANM;;;;;;;;;;;;;;;;;;
22;NNAM;;;;;;;;;;;;;;;;;;
23;WNAM;;;;;;;;;;;;;;;;;;
24;WNM1;;;;;;;;;;;;;;;;;;
25;WNM2;;;;;;;;;;;;;;;;;;
26;WNM3;;;;;;;;;;;;;;;;;;
27;WNM4;;;;;;;;;;;;;;;;;;
28;WNM5;;;;;;;;;;;;;;;;;;
29;WNM6;;;;;;;;;;;;;;;;;;
30;WNM7;;;;;;;;;;;;;;;;;;
31;WMI1;;;;;;;;;;;;;;;;;;
32;WMI2;;;;;;;;;;;;;;;;;;
33;WMI3;;;;;;;;;;;;;;;;;;
34;Sound;;;;;;;;;;;;;;;;;;
0;Sound\SNAM - Shoot 3D;;;;;;;;;;;;;;;;;;
1;Sound\SNAM - Shoot Dist;;;;;;;;;;;;;;;;;;
35;XNAM;;;;;;;;;;;;;;;;;;
36;NAM7;;;;;;;;;;;;;;;;;;
37;TNAM;;;;;;;;;;;;;;;;;;
38;NAM6;;;;;;;;;;;;;;;;;;
39;UNAM;;;;;;;;;;;;;;;;;;
40;NAM9;;;;;;;;;;;;;;;;;;
41;NAM8;;;;;;;;;;;;;;;;;;
42;Sound;;;;;;;;;;;;;;;;;;
0;Sound\WMS1 - Shoot 3D;;;;;;;;;;;;;;;;;;
1;Sound\WMS1 - Shoot Dist;;;;;;;;;;;;;;;;;;
43;WMS2;;;;;;;;;;;;;;;;;;
44;DATA;;;;;;;;;DNAM;;;;;;;;;
0;DATA\Value;;;;;;;;;DNAM\Value;;;;;;;;;
1;DATA\Health;;;;;;;;;;;;;;;;;;
2;DATA\Weight;;;;;;;;;DNAM\Weight;;;;;;;;;
3;DATA\Base Damage;;;;;;;;;DNAM\Damage - Base;;;;;;;;;
4;DATA\Clip Size;;;;;;;;;DNAM\Capacity;;;;;;;;;
45;DNAM;;;;;;;;;FNAM;;;;;;;;;
;;;;;;;;;;DNAM;;;;;;;;;
0;DNAM\Animation Type;;;;;;;;;;;;;;;;;;
1;DNAM\Animation Multiplier;;;;;;;;;;;;;;;;;;
3;DNAM\Flags 1;;;;;;;;;DNAM\Flags;;0;;;TRUE;;;;
0;DNAM\Flags 1\Ignores Normal Weapon Resistance;;;;;;;;;DNAM\Flags\Ignores Normal Weapon Resistance;;;;15;;;TRUE;;
1;DNAM\Flags 1\Is Automatic;;;;;;;;;DNAM\Flags\Automatic;;;;16;;;TRUE;;
2;DNAM\Flags 1\Has Scope;;;;;;;;;DNAM\Flags\Has Scope;;;;22;;;TRUE;;
3;DNAM\Flags 1\Can't Drop;;;;;;;;;DNAM\Flags\Can't Drop;;;;18;;;TRUE;;
4;DNAM\Flags 1\Hide Backpack;;;;;;;;;DNAM\Flags\Hide Backpack;;;;19;;;TRUE;4;DNAM\Flags\Charging Reload
5;DNAM\Flags 1\Embedded Weapon;;;;;;;;;DNAM\Flags\Embedded Weapon;;;;20;;;TRUE;;
6;DNAM\Flags 1\Don't Use 1st Person IS Animations;;;;;;;;;;;;;;;;;;
7;DNAM\Flags 1\Non-Playable;;;;;;;;;DNAM\Flags\Not Playable;;;;21;;;TRUE;;
4;DNAM\Grip Animation;;;;;;;;;;;;;;;;;8;DNAM\Flags\Unknown 8
5;DNAM\Ammo Use;;;;;;;;;;;;;;;;;9;DNAM\Flags\Crit Effect - on Death
6;DNAM\Reload Animation;;;;;;;;;;;;;;;;;10;DNAM\Flags\Charging Attack
7;DNAM\Min Spread;;;;;;;;;;;;;;;;;11;DNAM\Flags\Unknown 11
8;DNAM\Spread;;;;;;;;;;;;;;;;;12;DNAM\Flags\Hold Input To Power
9;DNAM\Unknown;;;;;;;;;;;;;;;;;13;DNAM\Flags\Non Hostile
10;DNAM\Sight FOV;;;;;;;;;;;;;;;;;14;DNAM\Flags\Bound Weapon
11;DNAM\Unknown;;;;;;;;;;;;;;;;;;
12;DNAM\Projectile;;;;;;;;;;;;;;;;;;
13;DNAM\Base VATS To-Hit Chance;;;;;;;;;;;;;;;;;17;DNAM\Flags\Repeatable Single Fire
14;DNAM\Attack Animation;;;;;;;;;;;;;;;;;;
15;DNAM\Projectile Count;;;;;;;;;FNAM\# Projectiles;;;;;;;;;
16;DNAM\Embedded Weapon - Actor Value;;;;;;;;;;;;;;;;;;
19;DNAM\On Hit;;;;;;;;;DNAM\On Hit;No Dismember/Explode;No dismember/explode;;;;;;23;DNAM\Flags\Bolt Action
;;;;;;;;;;;Dismember Only;Dismember only;;;;;;;
;;;;;;;;;;;Explode Only;Explode only;;;;;;;
;;;;;;;;;;;Normal formula behavior;Normal formula behaviour;;;;;;;
20;DNAM\Flags 2;;;;;;;;;DNAM\Flags;;;;;TRUE;;;24;DNAM\Flags\Secondary Weapon
0;DNAM\Flags 2\Player Only;;;;;;;;;DNAM\Flags\Player Only;;;;1;;;TRUE;25;DNAM\Flags\Disable Shells
1;DNAM\Flags 2\NPCs Use Ammo;;;;;;;;;DNAM\Flags\NPCs Use Ammo;;;;2;;;TRUE;26;DNAM\Flags\Unknown 26
2;DNAM\Flags 2\No Jam After Reload;;;;;;;;;DNAM\Flags\No Jam After Reload;;;;3;;;TRUE;27;DNAM\Flags\Unknown 27
3;DNAM\Flags 2\Override - Action Points;;;;;;;;;;;;;;;;;28;DNAM\Flags\Unknown 28
4;DNAM\Flags 2\Minor Crime;;;;;;;;;DNAM\Flags\Minor Crime;;;;5;;;TRUE;29;DNAM\Flags\Unknown 29
5;DNAM\Flags 2\Range - Fixed;;;;;;;;;DNAM\Flags\Fixed Range;;;;6;;;TRUE;30;DNAM\Flags\Unknown 30
6;DNAM\Flags 2\Not Used In Normal Combat;;;;;;;;;DNAM\Flags\Not Used In Normal Combat;;;;7;;;TRUE;31;DNAM\Flags\Unknown 31
7;DNAM\Flags 2\Override - Damage to Weapon Mult;;;;;;;;;;;;;;;;;32;DNAM\Flags\Unknown 32
8;DNAM\Flags 2\Don't Use 3rd Person IS Animations;;;;;;;;;;;;;;;;;;
9;DNAM\Flags 2\Short Burst;;;;;;;;;;;;;;;;;;
10;DNAM\Flags 2\Rumble Alternate;;;;;;;;;;;;;;;;;;
11;DNAM\Flags 2\Long Burst;;;;;;;;;;;;;;;;;;
12;DNAM\Flags 2\Scope has NightVision;;;;;;;;;;;;;;;;;;
13;DNAM\Flags 2\Scope from Mod;;;;;;;;;;;;;;;;;;
21;DNAM\Animation Attack Multiplier;;;;;;;;;;;;;;;;;;
22;DNAM\Fire Rate;;;;;;;;;;;;;;;;;;
23;DNAM\Override - Action Points;;;;;;;;;;;;;;;;;;
24;DNAM\Rumble - Left Motor Strength;;;;;;;;;FNAM\Rumble - Left Motor Strength;;;;;;;;;
25;DNAM\Rumble - Right Motor Strength;;;;;;;;;FNAM\Rumble - Right Motor Strength;;;;;;;;;
26;DNAM\Rumble - Duration;;;;;;;;;FNAM\Rumble - Duration;;;;;;;;;
27;DNAM\Override - Damage to Weapon Mult;;;;;;;;;;;;;;;;;;
28;DNAM\Attack Shots/Sec;;;;;;;;;;;;;;;;;;
29;DNAM\Reload Time;;;;;;;;;;;;;;;;;;
30;DNAM\Jam Time;;;;;;;;;;;;;;;;;;
31;DNAM\Aim Arc;;;;;;;;;;;;;;;;;;
32;DNAM\Skill;;;;;;;;;;;;;;;;;;
33;DNAM\Rumble - Pattern;;;;;;;;;;;;;;;;;;
34;DNAM\Rumble - Wavelength;;;;;;;;;;;;;;;;;;
35;DNAM\Limb Dmg Mult;;;;;;;;;;;;;;;;;;
36;DNAM\Resist Type;;;;;;;;;;;;;;;;;;
37;DNAM\Sight Usage;;;;;;;;;;;;;;;;;;
38;DNAM\Semi-Automatic Fire Delay Min;;;;;;;;;;;;;;;;;;
39;DNAM\Semi-Automatic Fire Delay Max;;;;;;;;;;;;;;;;;;
40;DNAM\Unknown;;;;;;;;;;;;;;;;;;
41;DNAM\Effect - Mod 1;;;;;;;;;;;;;;;;;;
42;DNAM\Effect - Mod 2;;;;;;;;;;;;;;;;;;
43;DNAM\Effect - Mod 3;;;;;;;;;;;;;;;;;;
44;DNAM\Value A - Mod 1;;;;;;;;;;;;;;;;;;
45;DNAM\Value A - Mod 2;;;;;;;;;;;;;;;;;;
46;DNAM\Value A - Mod 3;;;;;;;;;;;;;;;;;;
47;DNAM\Power Attack Animation Override;;;;;;;;;;;;;;;;;;
48;DNAM\Strength Req;;;;;;;;;;;;;;;;;;
49;DNAM\Unknown;;;;;;;;;;;;;;;;;;
50;DNAM\Reload Animation - Mod;;;;;;;;;;;;;;;;;;
51;DNAM\Unknown;;;;;;;;;;;;;;;;;;
52;DNAM\Regen Rate;;;;;;;;;;;;;;;;;;
53;DNAM\Kill Impulse;;;;;;;;;;;;;;;;;;
54;DNAM\Value B - Mod 1;;;;;;;;;;;;;;;;;;
55;DNAM\Value B - Mod 2;;;;;;;;;;;;;;;;;;
56;DNAM\Value B - Mod 3;;;;;;;;;;;;;;;;;;
57;DNAM\Impulse Dist;;;;;;;;;;;;;;;;;;
58;DNAM\Skill Req;;;;;;;;;;;;;;;;;;
46;CRDT;;;;;;;;;;;;;;;;;;
0;CRDT\Critical Damage;;;;;;;;;;;;;;;;;;
1;CRDT\Unused;;;;;;;;;;;;;;;;;;
2;CRDT\Crit % Mult;;;;;;;;;;;;;;;;;;
3;CRDT\Flags;;;;;;;;;;;;;;;;;;
0;CRDT\Flags\On Death;;;;;;;;;;;;;;;;;;
4;CRDT\Unused;;;;;;;;;;;;;;;;;;
5;CRDT\Effect;;;;;;;;;;;;;;;;;;
47;VATS;;;;;;;;;;;;;;;;;;
0;VATS\Effect;;;;;;;;;;;;;;;;;;
1;VATS\Skill;;;;;;;;;;;;;;;;;;
2;VATS\Dam. Mult;;;;;;;;;;;;;;;;;;
3;VATS\AP;;;;;;;;;;;;;;;;;;
4;VATS\Silent;;;;;;;;;;;;;;;;;;
5;VATS\Mod Required;;;;;;;;;;;;;;;;;;
6;VATS\Unused;;;;;;;;;;;;;;;;;;
48;VNAM;;;;;;;;;;;;;;;;;;
;Destructable;;;;;;;;;Destructible;;;;;;;;;
;Destructable\DEST;;;;;;;;;Destructible\DEST;;;;;;;;;
;Destructable\DEST\Count;;;;;;;;;Destructible\DEST\DEST Count;;;;;;;;;
;Destructable\DEST\Health;;;;;;;;;Destructible\DEST\Health;;;;;;;;;
;Destructable\DEST\Unused;;;;;;;;;Destructible\DEST\Unknown;;;;;;;;;
;Destructable\Stages;;;;;;;;;Destructible\Stages;;;;2;;;;;
;Destructable\Stages\Stage\Model;;;;;;;;;Destructible\Stages\Stage\Model;;;;2;;;;;
;Destructable\Stages\Stage\DSTD\Damage Stage;;;;;;;;;Destructible\Stages\Stage\DSTD\Model Damage Stage;;;;;;;;;
Still need to set flag;Destructable\DEST\Flags;;;;;;;;;Destructible\DEST\Flags;;;;;;;;;
;Destructable\DEST\Flags\VATS Targetable;;;;;;;;;Destructible\DEST\Flags\VATS Targetable;;;;;;;;;
;Destructable\DEST\Unused;;;;;;;;;Destructible\DEST\Unused;;;;;;;;;
;Destructable\Stages\Stage;;;;;;;;;Destructible\Stages\Stage;;;;;;;;;
;Destructable\Stages\Stage\DSTD;;;;;;;;;Destructible\Stages\Stage\DSTD;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Health %;;;;;;;;;Destructible\Stages\Stage\DSTD\Health %;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Index;;;;;;;;;Destructible\Stages\Stage\DSTD\Index;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Flags;;;;;;;;;Destructible\Stages\Stage\DSTD\Flags;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Flags\Cap Damage;;;;;;;;;Destructible\Stages\Stage\DSTD\Flags\Cap Damage;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Flags\Disable;;;;;;;;;Destructible\Stages\Stage\DSTD\Flags\Disable;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Flags\Destroy;;;;;;;;;Destructible\Stages\Stage\DSTD\Flags\Destroy;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Self Damage per Second;;;;;;;;;Destructible\Stages\Stage\DSTD\Self Damage per Second;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Explosion;;;;;;;;;Destructible\Stages\Stage\DSTD\Explosion;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Debris;;;;;;;;;Destructible\Stages\Stage\DSTD\Debris;;;;;;;;;
;Destructable\Stages\Stage\DSTD\Debris Count;;;;;;;;;Destructible\Stages\Stage\DSTD\Debris Count;;;;;;;;;
;Destructable\Stages\Stage\Model;;;;;;;;;Destructible\Stages\Stage\Model;;;;;;;;;
;Destructable\Stages\Stage\Model\DMDL;;;;;;;;;Destructible\Stages\Stage\Model\DMDL;File;File;;;;;;;
;Destructable\Stages\Stage\Model\DMDT;;;;;;;;;Destructible\Stages\Stage\Model\DMDT;;;;;;;;;
;Destructable\Stages\Stage\DSTF;;;;;;;;;Destructible\Stages\Stage\DSTF;;;;3;;;;;
;Model;;;;;;;;;Model;;;;;;;;;
;Model\MODL;;;;;;;;;Model\MODL;File;File;;;;;;;
;Model\MODT;;;;;;;;;Model\MODT;;;;1;;;;;
;Model\MODS;;;;;MSWP;;;;Return;;;;;;;;;
;;;;;;Return;;;;Model\MODS;;;;2;;;;;
;;;;;;MSWP;;;;Material Substitutions;;;;;;;;;
;Model\MODS\Alternate Texture;;;;;MSWP;;;;Material Substitutions\Substitution;;;;;;;;;
;Model\MODS\Alternate Texture\3D Name;;;;;MSWP;;;;Material Substitutions\Substitution\BNAM;;;;0;;;;;
;Model\MODS\Alternate Texture\New Texture;;;;;MSWP;;;;Material Substitutions\Substitution\SNAM;;;;1;;;;;
;Model\MODS\Alternate Texture\3D Index;;;;;;;;;;;;;;;;;;
;Model\MODD;;;;;;;;;;;;;;;;;;
;Model\MODD\Head;;;;;;;;;;;;;;;;;;
;Model\MODD\Torso;;;;;;;;;;;;;;;;;;
;Model\MODD\Right Hand;;;;;;;;;;;;;;;;;;
;Model\MODD\Left Hand;;;;;;;;;;;;;;;;;;
;ETYP;;;;;;;;;;;;;;;;;;
