Notes;Elementpathstring;Correct Tree?;Correct Tree On Specific Value?;Ignore On These Signatures (Seperated By '/');Only Use On These Signatures(Seperated By '/');New Record;Record Signature;Part of Single Record;Old Value And Old Index need to match?;New Path or New Order;Old Value;New Value;Old Index;New Index;Replace Any Value?;Replace Any Index?;Is Flag?
;;;;;;;;;;;Modify Recovered Health;Mod Recovered Health;;;;;
;;;;;;;;;;;Calculate Inventory AP Cost;;;;;;
;;;;;;;;;;;Get Disposition;;;;;;
;;;;;;;;;;;Get Should Attack;Set Should Attack;;;;;
;;;;;;;;;;;Get Should Assist;;;;;;
;;;;;;;;;;;Calculate Buy Price;Mod Buy Prices;;;;;
;;;;;;;;;;;Get Bad Karma;;;;;;
;;;;;;;;;;;Get Good Karma;;;;;;
;;;;;;;;;;;Ignore Locked Terminal;;;;;;
;;;;;;;;;;;Add Leveled List On Death;;;;;;
;;;;;;;;;;;Get Max Carry Weight;Set Max Carry Weight;;;;;
;;;;;;;;;;;Modify Addiction Chance;Mod Addiction Chance;;;;;
;;;;;;;;;;;Modify Addiction Duration;Mod Addiction Duration;;;;;
;;;;;;;;;;;Modify Positive Chem Duration;Mod Positive Chem Duration;;;;;
;;;;;;;;;;;Adjust Drinking Radiation;;;;;;
;;;;;;;;;;;Activate;Activate;;;;;
;;;;;;;;;;;Mysterious Stranger;;;;;;
;;;;;;;;;;;Has Paralyzing Palm;VATS Apply Paralyzing Palm Spell;;;;;
;;;;;;;;;;;Hacking Science Bonus;;;;;;
;;;;;;;;;;;Ignore Running During Detection;Ignore Running During Detection;;;;;
;;;;;;;;;;;Ignore Broken Lock;Ignore Broken Lock;;;;;
;;;;;;;;;;;Has Concentrated Fire;;;;;;
;;;;;;;;;;;Calculate Gun Spread;;;;;;
;;;;;;;;;;;Player Kill AP Reward;;;;;;
;;;;;;;;;;;Modify Enemy Critical Hit Chance;;;;;;
;;;;;;;;;;;Reload Speed;;;;;;
;;;;;;;;;;;Equip Speed;Mod Drawn Weapon Weight Speed Effect;;;;;
;;;;;;;;;;;Action Point Regen;;;;;;
;;;;;;;;;;;Action Point Cost;;;;;;
;;;;;;;;;;;Miss Fortune;;;;;;
;;;;;;;;;;;Modify Run Speed;;;;;;
;;;;;;;;;;;Modify Attack Speed;;;;;;
;;;;;;;;;;;Modify Radiation Consumed;;;;;;
;;;;;;;;;;;Has Pip Hacker;;;;;;
;;;;;;;;;;;Has Meltdown;;;;;;
;;;;;;;;;;;See Enemy Health;;;;;;
;;;;;;;;;;;Has Jury Rigging;;;;;;
;;;;;;;;;;;Modify Threat Range;;;;;;
;;;;;;;;;;;Modify Thread;;;;;;
;;;;;;;;;;;Has Fast Travel Always;;;;;;
;;;;;;;;;;;Knockdown Chance;;;;;;
;;;;;;;;;;;Modify Weapon Strength Req;;;;;;
;;;;;;;;;;;Modify Aiming Move Speed;;;;;;
;;;;;;;;;;;Modify Light Items;;;;;;
;;;;;;;;;;;Modify Damage Threshold (defender);;;;;;
;;;;;;;;;;;Modify Chance for Ammo Item;;;;;;
;;;;;;;;;;;Modify Damage Threshold (attacker);;;;;;
;;;;;;;;;;;Modify Throwing Velocity;;;;;;
;;;;;;;;;;;Chance for Item on Fire;;;;;;
;;;;;;;;;;;Has Unarmed Forward Power Attack;;;;;;
;;;;;;;;;;;Has Unarmed Back Power Attack;;;;;;
;;;;;;;;;;;Has Unarmed Crouched Power Attack;;;;;;
;;;;;;;;;;;Has Unarmed Counter Attack;;;;;;
;;;;;;;;;;;Has Unarmed Left Power Attack;;;;;;
;;;;;;;;;;;Has Unarmed Right Power Attack;;;;;;
;;;;;;;;;;;VATS HelperChance;;;;;;
;;;;;;;;;;;Modify Item Damage;;;;;;
;;;;;;;;;;;Has Improved Detection;;;;;;
;;;;;;;;;;;Has Improved Spotting;;;;;;
;;;;;;;;;;;Has Improved Item Detection;;;;;;
;;;;;;;;;;;Adjust Explosion Radius;;;;;;
;;;;;;;;;;;Reserved;;;;;;
;Effects\Effect\Conditions;;;;;;;;;Effects\Effect\Conditions;;;;2;;;
;Effects\Effect\Conditions\CTDA;;;;;;;;;Effects\Effect\Conditions\Condition;;;;;;;
;;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA;;;;0;;;
conversion found in __fnvfunctionsmissing.csv GetWantBlocking Only in fo4;Effects\Effect\Conditions\CTDA\Function;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Function;ChallengeLocked;;;3;;;
;;;;;;;;;;;GetActorFactionPlayerEnemy;GetFactionReaction;;;;;
;;;;;;;;;;;GetActorValue;GetValue;;;;;
;;;;;;;;;;;GetAnimAction;;;;;;
;;;;;;;;;;;GetArmorRating;;;;;;
;;;;;;;;;;;GetArmorRatingUpperBody;;;;;;
;;;;;;;;;;;GetBarterGold;;;;;;
;;;;;;;;;;;GetBaseActorValue;GetBaseValue;;;;;
;;;;;;;;;;;GetCasinoWinningStage;;;;;;
;;;;;;;;;;;GetChallengeCompleted;;;;;;
;;;;;;;;;;;GetDetectionLevel;;;;;;
;;;;;;;;;;;GetDialogueEmotion;;;;;;
;;;;;;;;;;;GetDialogueEmotionValue;;;;;;
;;;;;;;;;;;GetDisposition;;;;;;
;;;;;;;;;;;GetFatiguePercentage;;;;;;
;;;;;;;;;;;GetForceHitReaction;;;;;;
;;;;;;;;;;;GetHasNote;;;;;;
;;;;;;;;;;;GetMajorCrimeCount;;;;;;
;;;;;;;;;;;GetMinorCrimeCount;;;;;;
;;;;;;;;;;;GetPCInFaction;;;;;;
;;;;;;;;;;;GetPCIsClass;;;;;;
;;;;;;;;;;;GetPCIsRace;;;;;;
;;;;;;;;;;;GetPCIsSex;;;;;;
;;;;;;;;;;;GetPermanentActorValue;GetPermanentValue;;;;;
;;;;;;;;;;;GetPlayerControlsDisabled;;;;;;
;;;;;;;;;;;GetPlayerHasLastRiddenHorse;IsPlayersLastRiddenMount;;;;;
;;;;;;;;;;;GetQuestVariable;GetVMQuestVariable;;;;;
;;;;;;;;;;;GetRadiationLevel;;;;;;
;;;;;;;;;;;GetReputation;;;;;;
;;;;;;;;;;;GetReputationPct;;;;;;
;;;;;;;;;;;GetReputationThreshold;;;;;;
;;;;;;;;;;;GetSandman;;;;;;
;;;;;;;;;;;GetScriptVariable;;;;;;
;;;;;;;;;;;GetUsedItemActivate;;;;;;
;;;;;;;;;;;GetUsedItemLevel;;;;;;
;;;;;;;;;;;GetVampire;GetVampireFeed;;;;;
;;;;;;;;;;;GetWalkSpeed;GetMovementSpeed;;;;;
;;;;;;;;;;;GetWeaponHealthPerc;;;;;;
;;;;;;;;;;;HasFriendDisposition;;;;;;
;;;;;;;;;;;IsActorEvil;;;;;;
;;;;;;;;;;;IsActorTalkingThroughActivator;;;;;;
;;;;;;;;;;;IsAlwaysHardcore;;;;;;
;;;;;;;;;;;IsHardcore;;;;;;
;;;;;;;;;;;IsPlayerTagSkill;;;;;;
;;;;;;;;;;;IsPlayersLastRiddenHorse;;;;;;
;;;;;;;;;;;IsRidingHorse;IsRidingMount;;;;;
;;;;;;;;;;;IsWin32;IsWindowsPC;;;;;
;;;;;;;;;;;MenuMode;;;;;;
;;;;;;;;;;;PlayerInRegion;;;;;;
;;;;;;;;;;;WhichServiceMenu;;;;;;
;Effects\Effect\Conditions\CTDA\Parameter #1;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Parameter #1;Talking Activator;TalkingActivator;;;;;
;Effects\Effect\Conditions\CTDA\Parameter #2;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Parameter #2;;;;;;;
;Effects\Effect\Conditions\CTDA\Run On;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Run On;Subject (0);0;;7;;;
;;;;;;;;;;;Target (1);1;;;;;
;;;;;;;;;;;Reference (2);2;;;;;
;;;;;;;;;;;Combat Target (3);3;;;;;
;;;;;;;;;;;Linked Reference (4);4;;;;;
;;;;;;;;;;;20;0;;;;;
;Effects\Effect\Conditions\CTDA\Reference;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Reference;;;;8;;;
Conditions\Condition\CTDA\Comparison Value;Effects\Effect\Conditions\CTDA\Comparison Value;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Comparison Value;;;;;;;
;Effects\Effect\Conditions\CTDA\Unused;;;;;;;;;;;;;;;;
;Effects\Effect\Conditions\CTDA\Type;;;;;;;;;Effects\Effect\Conditions\Condition\CTDA\Type;;;;;;;
;Effects\Effect\Conditions\CTDA\Parameter #2\VATS Value Param;;;;;;;;;;;;;;;;
