ANIO;[0005C392];aoBeer01;AnimObjects\aoBeerBottle.NIF;;;
ANIO;[0005C393];aoBeer02;AnimObjects\aoBeerBottle.NIF;;;
ANIO;[0005C396];aoBeer03;AnimObjects\aoBeerBottle.NIF;;;
ANIO;[000C3A11];aoTableChairDrinkingB;AnimObjects\aoBeerBottle.NIF;;;
ANIO;[000C3A16];aoFloorSitDrinkB;AnimObjects\aoBeerBottle.NIF;;;
ANIO;[000C9511];aoFloorSitFemaleSkirtDrinkB;AnimObjects\aoBeerBottle.NIF;;;
ANIO;[0008945D];aoSweepingBroom;AnimObjects\aoBroom.NIF;;;
ANIO;[00059C70];aoTakePhotograph;AnimObjects\aoCamera.NIF;;;
ANIO;[00002FD9];aoChalkA;AnimObjects\aoChalk.NIF;;;
ANIO;[00002FDA];aoChalkB;AnimObjects\aoChalk.NIF;;;
ANIO;[0005DB31];aoPickUpTestPaper;AnimObjects\aoCheckedTestPaper.NIF;;;
ANIO;[00083519];aoSmokingStanding;AnimObjects\aoCigarette.NIF;;;
ANIO;[0008351B];aoSmokingWallLean;AnimObjects\aoCigarette.NIF;;;
ANIO;[00071F91];aoLooseSmokingStanding;AnimObjects\aoCigarette.NIF;;;
ANIO;[00053B9B];aoStoolDrinkingGlass;AnimObjects\aoDrinkingGlass.NIF;;;
ANIO;[00053BA3];aoStoolDrinkingGlassTalk;AnimObjects\aoDrinkingGlass.NIF;;;
ANIO;[00053BB2];aoChairDrinkingGlass;AnimObjects\aoDrinkingGlass.NIF;;;
ANIO;[00053BBF];aoChairDrinkingGlassTalk;AnimObjects\aoDrinkingGlass.NIF;;;
ANIO;[000C3A10];aoTableChairDrinkingA;AnimObjects\aoDrinkingGlass.NIF;;;
ANIO;[00053B9F];aoStoolDrinkingMug;AnimObjects\aoDrinkingMug.NIF;;;
ANIO;[00053BAB];aoStoolDrinkingMugTalk;AnimObjects\aoDrinkingMug.NIF;;;
ANIO;[00053BA7];aoStoolDrinkingNukaBottle;AnimObjects\aoDrinkingNukaBottle.NIF;;;
ANIO;[00053BA9];aoStoolDrinkingNukaBottleTalk;AnimObjects\aoDrinkingNukaBottle.NIF;;;
ANIO;[000506EF];aoFloorSitDrinkA;AnimObjects\aoDrinkingNukaBottle.NIF;;;
ANIO;[000C3A17];aoDrinkingStandingB;AnimObjects\aoDrinkingNukaBottle.NIF;;;
ANIO;[000C9512];aoFloorSitFemaleSkirtDrinkA;AnimObjects\aoDrinkingNukaBottle.NIF;;;
ANIO;[00053BAD];aoStoolEatingMeatStick;AnimObjects\aoEatingMeatStick.NIF;;;
ANIO;[00053BAF];aoStoolEatingMeatStickTalk;AnimObjects\aoEatingMeatStick.NIF;;;
ANIO;[00053BB5];aoChairEatingMeatStick;AnimObjects\aoEatingMeatStick.NIF;;;
ANIO;[00053BC0];aoChairEatingMeatStickTalk;AnimObjects\aoEatingMeatStick.NIF;;;
ANIO;[00053BB7];aoTableChairEatingMeatMeal;AnimObjects\aoEatingTableMeatMeal.NIF;;;
ANIO;[00053BC1];aoTableChairEatingMeatMealTalk;AnimObjects\aoEatingTableMeatMeal.NIF;;;
ANIO;[00053BB8];aoTableChairEatingSpork;AnimObjects\aoEatingTableSpork.NIF;;;
ANIO;[00053BC2];aoTableChairEatingSporkTalk;AnimObjects\aoEatingTableSpork.NIF;;;
ANIO;[000C3A0C];aoTableChairEatingSporkB;AnimObjects\aoEatingTableSpork.NIF;;;
ANIO;[000C480F];aoTableChairEatingSporkTalkB;AnimObjects\aoEatingTableSpork.NIF;;;
ANIO;[0005DB29];aoStudentExamPencilA;AnimObjects\aoExamPencil.NIF;;;
ANIO;[0005DB2A];aoStudentExamPencilB;AnimObjects\aoExamPencil.NIF;;;
ANIO;[0005DB2D];aoStudentExamPencilC;AnimObjects\aoExamPencil.NIF;;;
ANIO;[000A2501];aoPencilScientistInspectTerminalA;AnimObjects\aoExamPencil.NIF;;;
ANIO;[000A2502];aoPencilScientistInspectTerminalB;AnimObjects\aoExamPencil.NIF;;;
ANIO;[000ABDFF];aoInspectConsole02Pencil;AnimObjects\aoExamPencil.NIF;;;
ANIO;[0005DB1F];aoDoctorEyeExamine;AnimObjects\aoEyeExamineTool.NIF;;;
ANIO;[0005DB30];aoDropOffTestPaper;AnimObjects\aoFinishedTestPaper.NIF;;;
ANIO;[000C3A0D];aoChairEatingGenericFood;AnimObjects\aoGenericFood.NIF;;;
ANIO;[000C3A0F];aoStoolEatingGenericFood;AnimObjects\aoGenericFood.NIF;;;
ANIO;[000C3A0B];aoTableChairEatingGenericMeal;AnimObjects\aoGenericMeal.NIF;;;
ANIO;[000C480E];aoTableChairEatingGenericMealTalk;AnimObjects\aoGenericMeal.NIF;;;
ANIO;[00059442];aoPipBoy;AnimObjects\aoPipBoy.NIF;;;
ANIO;[00089579];aoRaking;AnimObjects\aoRake.NIF;;;
ANIO;[0009551E];aoRestrainedSitEnter;AnimObjects\aoRestrainRope.NIF;;;
ANIO;[0009551F];aoRestrainedSitExit;AnimObjects\aoRestrainRope.NIF;;;
ANIO;[00095520];aoRestrainedSitDynamicIdle;AnimObjects\aoRestrainRope.NIF;;;
ANIO;[0009B5C0];aoRestrainedSitIdle;AnimObjects\aoRestrainRope.NIF;;;
ANIO;[000A2503];aoClipBoardScientistInspectTerminalA;AnimObjects\aoScientistClipboard.NIF;;;
ANIO;[000A2504];aoClipBoardScientistInspectTerminalB;AnimObjects\aoScientistClipboard.NIF;;;
ANIO;[000ABDFE];aoInspectConsole02Clipboard;AnimObjects\aoScientistClipboard.NIF;;;
ANIO;[0005DB27];aoStudentExamPaperA;AnimObjects\aoStudentTestPaper.NIF;;;
ANIO;[0005DB28];aoStudentExamPaperB;AnimObjects\aoStudentTestPaper.NIF;;;
ANIO;[0005DB2C];aoStudentExamPaperC;AnimObjects\aoStudentTestPaper.NIF;;;
ANIO;[0008B167];aoDoctorHealSyringe;AnimObjects\aoSyringe.NIF;;;
ANIO;[000C0172];aoMS03DoctorHealSyringe;AnimObjects\aoSyringe.NIF;;;
ANIO;[00058ECA];aoDoctorHealReviveSyringe;AnimObjects\aoSyringe.NIF;;;
ANIO;[0005DB23];aoExamPaperA;AnimObjects\aoTestPaper.NIF;;;
ANIO;[0005DB24];aoExamPaperB;AnimObjects\aoTestPaper.NIF;;;
ANIO;[00092639];DLC03aoPaperA;AnimObjects\aoTestPaper.NIF;;;
ANIO;[0009263D];DLC03aoPaperB;AnimObjects\aoTestPaper.NIF;;;
ANIO;[000BC429];aoWateringCan;AnimObjects\aoWateringCan.NIF;;;
ANIO;[0007F59A];BarkeepRag;AnimObjects\BarKeepRag.NIF;;;
ANIO;[000B2515];BarkeepRag02;AnimObjects\BarKeepRag.NIF;;;
ANIO;[00112604];Bennycigarette;animobjects\Benny_cigarette.NIF;;;
ANIO;[0008F336];BlacksmithHammer;AnimObjects\BlacksmithHammer.NIF;;;
ANIO;[00025154];Blacksmith01Hammer;AnimObjects\BlacksmithHammer.NIF;;;
ANIO;[00075238];aoTakePhotographFlash;AnimObjects\CameraFlash.NIF;;;
ANIO;[0007FC13];CookingSpoon;AnimObjects\CookingSpoon.NIF;;;
ANIO;[0007FC12];CookingWhiskey;AnimObjects\CookingWhiskey.NIF;;;
ANIO;[0008AF60];DukovWhiskey;AnimObjects\CookingWhiskey.NIF;;;
ANIO;[0008AF61];DukovDrinkWhiskey03;AnimObjects\CookingWhiskey.NIF;;;
ANIO;[0008AF62];DukvoWhiskeySit;AnimObjects\CookingWhiskey.NIF;;;
ANIO;[0008AF63];DukovWhiskey02;AnimObjects\CookingWhiskey.NIF;;;
ANIO;[0016125F];hChamberFXAmin;animobjects\hchamberFX.NIF;;;
ANIO;[001618FB];hChamberFXAmin02;animobjects\hchamberFXLSO.NIF;;;
ANIO;[001724D1];aoKhanTrick;animobjects\KhanTrick.NIF;;;
ANIO;[00035A15];MS17Bow;AnimObjects\MS17Bow.NIF;;;
ANIO;[00035A16];MS17BowA;AnimObjects\MS17Bow.NIF;;;
ANIO;[00035A17];MS17ViolinA;AnimObjects\MS17Violin.NIF;;;
ANIO;[00035A18];MS17Violin;AnimObjects\MS17Violin.NIF;;;
ANIO;[001109FD];NV9MM;animobjects\NV_9MM.NIF;;;
ANIO;[0011A33B];NVDealerCards1111;animobjects\NV_Dealercards.NIF;;;
ANIO;[00166DD9];NVDealerCardsgomorrah1111;animobjects\NV_DealercardsGomorrah.NIF;;;
ANIO;[00166DD8];NVDealerCardsTops1111;animobjects\NV_DealercardsTops.NIF;;;
ANIO;[00166DD4];NVDealerCardsUltraLux1111;animobjects\NV_DealercardsUltraLux.NIF;;;
ANIO;[0011F7C6];NVGamblerCards1111;animobjects\NV_Gamblercards1111.NIF;;;
ANIO;[00166DD5];NVGamblerCardsGomorrah1111;animobjects\NV_GamblercardsGomorrah1111.NIF;;;
ANIO;[00166DD6];NVGamblerCardsTops1111;animobjects\NV_GamblercardsTops1111.NIF;;;
ANIO;[00166DD7];NVGamblerCardsUltraLux1111;animobjects\NV_GamblercardsUltraLux1111.NIF;;;
ANIO;[0016AC98];NVGrindingWheelMachete;animobjects\NV_GrindWheelMachete.NIF;;;
ANIO;[00165BE3];acousticguitarAnim;animobjects\NV_Guitar.NIF;;;
ANIO;[0011FC5E];NVRouletteDealerChipsAnimObj;animobjects\NV_Roulette_DealerChips.NIF;;;
ANIO;[0011F7C7];NVGamblerChips03;animobjects\NVGamblerChips01.NIF;;;
ANIO;[0010A433];VAODocGiveReflectron;animobjects\NVPropReflectron.NIF;;;
ANIO;[0010BAF1];VAOPlayerTakeReflectron;animobjects\NVPropReflectron.NIF;;;
ANIO;[0010AAEE];VAODocRorschach1;animobjects\NVRorschachTest01.NIF;;;
ANIO;[0010AAEF];VAODocRorschach2;animobjects\NVRorschachTest02.NIF;;;
ANIO;[0010AAF0];VAODocRorschach3;animobjects\NVRorschachTest03.NIF;;;
ANIO;[00140523];NVVomitAnimObject;animobjects\NVVomit.NIF;;;
ANIO;[0015853B];NVVomitDecalAnimObject;animobjects\NVVomitDecal.NIF;;;
ANIO;[00084087];RepairingStandatWall;AnimObjects\RepairTool01.NIF;;;
ANIO;[00084088];RepairingonFloor;AnimObjects\RepairTool01.NIF;;;
ANIO;[00084089];RepairingatBench;AnimObjects\RepairTool01.NIF;;;
ANIO;[0008408A];RepairingatBenchChecking;AnimObjects\RepairTool01.NIF;;;
ANIO;[0002514E];Workbench01Wrench;AnimObjects\RepairTool01.NIF;;;
ANIO;[0002514F];Workbench02Wrench;AnimObjects\RepairTool01.NIF;;;
ANIO;[00025150];RepairWall01Wrench;AnimObjects\RepairTool01.NIF;;;
ANIO;[00025151];RepairWall02Wrench;AnimObjects\RepairTool01.NIF;;;
ANIO;[00025152];RepairFloor01Wrench;AnimObjects\RepairTool01.NIF;;;
ANIO;[00025153];RepairFloor02Wrench;AnimObjects\RepairTool01.NIF;;;
ANIO;[000819D4];SandManKnifeBedL;AnimObjects\SandManKnife.NIF;;;
ANIO;[000819D5];SandManKnifeBedR;AnimObjects\SandManKnife.NIF;;;
ANIO;[000819D6];SandManKnifeFlrL;AnimObjects\SandManKnife.NIF;;;
ANIO;[000819D7];SandManKnifeFlrR;AnimObjects\SandManKnife.NIF;;;
ANIO;[0009324A];AnimStempax;AnimObjects\Stempax.NIF;;;
STAT;[000EC9A4];Barracks01;architecture\Barracks\Barracks01.NIF;;;
STAT;[000EE3C0];Barracks01Int;architecture\Barracks\Barracks01Int.NIF;;;
STAT;[000EE3BF];Barracks01IntLight;architecture\Barracks\Barracks01IntLight.NIF;;;
STAT;[000ECE72];Barracks02;architecture\Barracks\Barracks02.NIF;;;
STAT;[000EE3C1];Barracks02Int;architecture\Barracks\Barracks02Int.NIF;;;
STAT;[000EE3C2];Barracks02IntLight;architecture\Barracks\Barracks02IntLight.NIF;;;
DOOR;[0010954F];BarracksDoor;architecture\Barracks\BarracksDoor.NIF;;;
STAT;[00109553];BarracksDoorSTATIC;architecture\Barracks\BarracksDoor.NIF;;;
DOOR;[0010C66C];BlackDoor;architecture\Barracks\BlackDoor.NIF;;;
DOOR;[0013D535];NVCGBlackCaveDoor;architecture\Barracks\BlackDoor.NIF;;;
DOOR;[0014E28B];BlackCaveDoor;architecture\Barracks\BlackDoor.NIF;;;
STAT;[000F1057];Barrier01;architecture\Barrier\Barrier01.NIF;;;
STAT;[000F105A];Barrier01b;architecture\Barrier\Barrier01b.NIF;;;
STAT;[000F1058];Barrier02;architecture\Barrier\Barrier02.NIF;;;
STAT;[000F1059];Barrier03;architecture\Barrier\Barrier03.NIF;;;
STAT;[00161991];BoxcarWall01;architecture\Barrier\BoxcarWall01.NIF;;;
STAT;[00161992];BoxcarWall01B;architecture\Barrier\BoxcarWall01B.NIF;;;
STAT;[00161993];BoxcarWall01C;architecture\Barrier\BoxcarWall01C.NIF;;;
STAT;[00161994];BoxcarWall02;architecture\Barrier\BoxcarWall02.NIF;;;
STAT;[00161995];BoxcarWall02B;architecture\Barrier\BoxcarWall02B.NIF;;;
STAT;[00161996];BoxcarWall02C;architecture\Barrier\BoxcarWall02C.NIF;;;
STAT;[00161997];BoxcarWall03;architecture\Barrier\BoxcarWall03.NIF;;;
STAT;[00161998];BoxcarWall03B;architecture\Barrier\BoxcarWall03B.NIF;;;
STAT;[00161999];BoxcarWall03C;architecture\Barrier\BoxcarWall03C.NIF;;;
STAT;[000F6118];NeonSignBarrier01;architecture\Barrier\NeonSignBarrier01.NIF;;;
STAT;[000F6119];NeonSignBarrier02;architecture\Barrier\NeonSignBarrier02.NIF;;;
STAT;[000F611A];NeonSignBarrier03;architecture\Barrier\NeonSignBarrier03.NIF;;;
STAT;[000F611B];NeonSignBarrierConnector01;architecture\Barrier\NeonSignBarrierConnector01.NIF;;;
STAT;[000F611C];NeonSignBarrierConnector02;architecture\Barrier\NeonSignBarrierConnector02.NIF;;;
STAT;[001384B4];NVBSRefugeeTent;architecture\BitterSprings\NV_BS-Refugee-Tent.NIF;;;
STAT;[00137CC6];NVBSSignA;architecture\BitterSprings\NV_BSSignA.NIF;;;
STAT;[00137CC7];NVBSSignB;architecture\BitterSprings\NV_BSSignB.NIF;;;
STAT;[0012FCB6];NVKhanGraffitiCv01;architecture\BitterSprings\NV_Khan_Graffiti_Cv01.nif;;;
STAT;[0012FCB7];NVKhanGraffitiCv02;architecture\BitterSprings\NV_Khan_Graffiti_Cv02.nif;;;
STAT;[0012FCB8];NVKhanGraffitiCv03;architecture\BitterSprings\NV_Khan_Graffiti_Cv03.nif;;;
STAT;[0012FCB9];NVKhanGraffitiCv04;architecture\BitterSprings\NV_Khan_Graffiti_Cv04.nif;;;
STAT;[0012FCBB];NVKhanGraffitidec02;architecture\BitterSprings\NV_Khan_Graffiti_dec02.nif;;;
STAT;[0012FCBC];NVKhanGraffitidec03;architecture\BitterSprings\NV_Khan_Graffiti_dec03.nif;;;
STAT;[0012FCBD];NVKhanGraffitidec04;architecture\BitterSprings\NV_Khan_Graffiti_dec04.nif;;;
STAT;[001773DE];NVKhanGraffitidec04Low;architecture\BitterSprings\NV_Khan_Graffiti_dec04Low.NIF;;;
STAT;[0012FCBE];NVKhanGraffitidec05;architecture\BitterSprings\NV_Khan_Graffiti_dec05.nif;;;
STAT;[0012FCBF];NVKhanGraffitidec06;architecture\BitterSprings\NV_Khan_Graffiti_dec06.nif;;;
STAT;[001773DF];NVKhanGraffitidec06Low;architecture\BitterSprings\NV_Khan_Graffiti_dec06Low.NIF;;;
STAT;[0012FCC0];NVKhanGraffitidec07;architecture\BitterSprings\NV_Khan_Graffiti_dec07.nif;;;
STAT;[001773E0];NVKhanGraffitidec07Low;architecture\BitterSprings\NV_Khan_Graffiti_dec07Low.NIF;;;
STAT;[0012FCC1];NVKhanGraffitidec08;architecture\BitterSprings\NV_Khan_Graffiti_dec08.nif;;;
STAT;[0012FCC2];NVKhanGraffitidec09;architecture\BitterSprings\NV_Khan_Graffiti_dec09.nif;;;
STAT;[0012FCC3];NVKhanGraffitidec10;architecture\BitterSprings\NV_Khan_Graffiti_dec10.nif;;;
STAT;[0012FCC4];NVKhanGraffitidec11;architecture\BitterSprings\NV_Khan_Graffiti_dec11.nif;;;
STAT;[0012FCC5];NVKhanGraffitidec12;architecture\BitterSprings\NV_Khan_Graffiti_dec12.nif;;;
STAT;[0012FCC6];NVKhanGraffitidec13;architecture\BitterSprings\NV_Khan_Graffiti_dec13.nif;;;
STAT;[0012FCC7];NVKhanGraffitidec14;architecture\BitterSprings\NV_Khan_Graffiti_dec14.nif;;;
STAT;[0012FCC8];NVKhanGraffitidec15;architecture\BitterSprings\NV_Khan_Graffiti_dec15.nif;;;
STAT;[0012FCC9];NVKhanGraffitidec16;architecture\BitterSprings\NV_Khan_Graffiti_dec16.nif;;;
STAT;[001773E1];NVKhanGraffitidec16Low;architecture\BitterSprings\NV_Khan_Graffiti_dec16Low.NIF;;;
STAT;[0012FCCA];NVKhanGraffitidec17;architecture\BitterSprings\NV_Khan_Graffiti_dec17.nif;;;
STAT;[0012FCCB];NVKhanGraffitidec18;architecture\BitterSprings\NV_Khan_Graffiti_dec18.nif;;;
STAT;[0012FCCC];NVKhanGraffitiNCRposter;architecture\BitterSprings\NV_Khan_Graffiti_NCRposter.nif;;;
STAT;[0014D29C];NVKhanGraffitiRR01;architecture\BitterSprings\NV_Khan_Graffiti_RR01.nif;;;
STAT;[0014D29D];NVKhanGraffitiRR02;architecture\BitterSprings\NV_Khan_Graffiti_RR02.nif;;;
STAT;[0014D29E];NVKhanGraffitiRR03;architecture\BitterSprings\NV_Khan_Graffiti_RR03.nif;;;
STAT;[00138587];NVSignCallville;architecture\BitterSprings\NV_SignCallville.NIF;;;
STAT;[001122F8];ArcadeCappedBrick;architecture\BoulderCity\ArcadeCappedBrick.NIF;;;
STAT;[001122F9];ArcadeCappedBrickShort;architecture\BoulderCity\ArcadeCappedBrickShort.NIF;;;
STAT;[001110F1];ArcadeCenter;architecture\BoulderCity\ArcadeCenter.nif;;;
STAT;[001122F3];ArcadeCenterBrick;architecture\BoulderCity\ArcadeCenterBrick.nif;;;
STAT;[001110F2];ArcadeCenterLong;architecture\BoulderCity\ArcadeCenterLong.nif;;;
STAT;[001122F4];ArcadeCenterLongBrick;architecture\BoulderCity\ArcadeCenterLongBrick.nif;;;
STAT;[001110F3];ArcadeCornerL;architecture\BoulderCity\ArcadeCornerL.nif;;;
STAT;[001122F2];ArcadeCornerLbrick;architecture\BoulderCity\ArcadeCornerLbrick.nif;;;
STAT;[001110F4];ArcadeCornerR;architecture\BoulderCity\ArcadeCornerR.nif;;;
STAT;[001122F6];ArcadeCornerRbrick;architecture\BoulderCity\ArcadeCornerRbrick.nif;;;
STAT;[001110F5];ArcadeEndL;architecture\BoulderCity\ArcadeEndL.nif;;;
STAT;[001122F5];ArcadeEndLbrick;architecture\BoulderCity\ArcadeEndLbrick.nif;;;
STAT;[001110F6];ArcadeEndR;architecture\BoulderCity\ArcadeEndR.nif;;;
STAT;[001122F7];ArcadeEndRbrick;architecture\BoulderCity\ArcadeEndRbrick.nif;;;
STAT;[0011D233];NVBCRailSign;architecture\BoulderCity\NV_BC_RailSign.NIF;;;
STAT;[00112E4B];NVBighornSign;architecture\BoulderCity\NV_BighornSign.NIF;;;
STAT;[00116B42];NVWarMemorial;architecture\BoulderCity\NV_WarMemorial.NIF;;;
STAT;[00077CBC];TenPennyChandelier;Architecture\Chandelier\TenPennyChandelier.NIF;;;
STAT;[0005423C];TenpennyChandelierDark;Architecture\Chandelier\TenpennyChandelierDark.NIF;;;
STAT;[000367DA];DinerNoSign;Architecture\Diner\DinerNoSign.NIF;;;
STAT;[0012019F];DinerNoSignTEST;architecture\diner\dinernosignTEST.nif;;;
STAT;[00078578];DoorBarricade;Architecture\DoorNoEnter\DoorBarricade.NIF;;;
STAT;[0011D2CC];AtomicWranglerExt;architecture\Freeside\AtomicWranglerExt.nif;;;
STAT;[00112541];AtomicWranglerSign;architecture\Freeside\AtomicWranglerSign.nif;;;
STAT;[00110A6F];FreesideWelcomeSign;architecture\Freeside\FreesideWelcomeSign.NIF;;;
ACTI;[00175B94];NVFreesideSignLargeLightsImposter;architecture\Freeside\NV_FreesideSign-Large_Lights_Imposter.NIF;;;
ACTI;[001690AF];NVFreesideSignLargeLights;architecture\Freeside\NV_FreesideSign-Large_Lights.NIF;;;
STAT;[001693FC];NVFreesideSignLarge;architecture\Freeside\NV_FreesideSign-Large.NIF;;;
STAT;[00167F06];NVFreesideStripDoor;architecture\Freeside\NVFreesideStripDoor.NIF;;;
DOOR;[001657F0];VFSBusDoorSouth;architecture\Freeside\RamshackleBusDoor02.NIF;;;
DOOR;[00169596];VFSNorthBusDoorEntrance;architecture\Freeside\RamshackleBusDoor02.NIF;;;
STAT;[000ECE6C];ApartmentPre01;architecture\generic\ApartmentPre01.NIF;;;
STAT;[000ECE6D];ApartmentPre02;architecture\generic\ApartmentPre02.NIF;;;
STAT;[000F6258];ApartmentPre03;architecture\generic\ApartmentPre03.NIF;;;
STAT;[00175BB4];DamageDecal01;architecture\generic\DamageDecal01.nif;;;
STAT;[00175BB5];DamageDecal02;architecture\generic\DamageDecal02.nif;;;
STAT;[00175BB6];DamageDecal03;architecture\generic\DamageDecal03.nif;;;
STAT;[00175BB3];DamageDecal04;architecture\generic\DamageDecal04.nif;;;
STAT;[000863FD];RepConDome01;architecture\generic\dome.nif;;;
STAT;[0011C563];GenericBookcase01;architecture\generic\GenericBookcase01.NIF;;;
STAT;[0010908B];GenericDisplayCase01;architecture\generic\GenericDisplayCase01.NIF;;;
STAT;[0011C565];GenericWardrobe01;architecture\generic\GenericWardrobe01.NIF;;;
STAT;[00127E5C];NVGiftshopNeon;architecture\generic\NV_giftshopLights.nif;;;
STAT;[00126513];NVBungalow;architecture\generic\NVBungalow01.NIF;;;
STAT;[0012678B];NVBungalow2;architecture\generic\NVBungalow02.NIF;;;
STAT;[000E8688];NVGreatKhanTent01;architecture\generic\NVGreatKhanTent01.NIF;;;
STAT;[000E8689];NVGreatKhanTent02;architecture\generic\NVGreatKhanTent02.NIF;;;
STAT;[000E868A];NVGreatKhanTent03;architecture\generic\NVGreatKhanTent03.NIF;;;
STAT;[000A28F9];PoseidonGasStationSign;architecture\generic\PoseidonGasStationSign.NIF;;;
STAT;[000E62A2];TrainYardTerminal;architecture\generic\TrainYardTerminal.NIF;;;
STAT;[000ECE6F];Usonianhome01;architecture\generic\Usonianhome01.NIF;;;
STAT;[000ECE6E];Usonianhome02;architecture\generic\Usonianhome02.NIF;;;
STAT;[000FA7B5];Usonianhome03;architecture\generic\Usonianhome03.NIF;;;
STAT;[0015CDF0];UsonianHomeDamC01;architecture\generic\UsonianHomeDamC01.NIF;;;
